"编号","名称","随机名称库","前缀1","前缀2","area1colour","area2colour","大小比例","npctype","小地图显示","npccolour","share","modelID","可否被多人战斗","杂学id","map","编辑器X坐标（策划用）","编辑器Y坐标（策划用）","xPos","yPox","朝向","状态","所在地图层","小地图查询拼音","小地图查询","脚下称谓","头顶特效","脚下称谓策划看","chitchat1","chitchat2","chitchat3","chitchat4","chitchat5","leave","hideable","声音1","声音2","声音3","声音4","是否显示在周围列表","战斗ID","小地图npc颜色"
"161104","小软","","","","0","0","1","1","小软","ff00ff0d","0","1010112","0","-1","1611","1136","1363","71","85","5","","0","xiaoruan","小软","","","小软","2382","","","","","告辞","1","","","","","0","","ff003303"
"161105","野猪人","","","","0","0","1.2","1","野猪人","ff00ff0d","0","1010126","0","-1","1611","534","1410","33","88","3","","0","yezhuren","野猪人","","","野猪人将军","2382","","","","","告辞","1","","","","","0","","ff003303"
"161106","小软尸体","","","","0","0","1","1","小软尸体","ff00ff0d","0","1010112","0","-1","1611","1136","1363","71","85","5","14","0","xiaoruan","小软","","","小软","2279","","","","","告辞","1","","","","","0","","ff003303"
"161201","青铜龙","","","","0","0","1","1","青铜龙","ff00ff0d","0","1030012","0","-1","1612","","","64","72","3","","0","nuoziduomu","青铜龙","","","青铜龙","2223","2224","2225","2226","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"161202","方砖","","","","0","0","1","1","方砖","ff00ff0d","0","1020118","0","-1","1612","","","61","83","5","","0","fangzhuan","方砖","","","方砖","2080","2081","2082","2083","","告辞","1","fangzhuan_1.mp3","fangzhuan_2.mp3","fangzhuan_3.mp3","fangzhuan_4.mp3","0","","ff003303"
"161203","哀木涕","","","","0","0","1","1","哀木涕","ff00ff0d","0","1020101","0","-1","1612","1488","1552","93","97","5","","0","aimuti","哀木涕","","","哀木涕","2040","2041","2042","2043","","告辞","0","aimuti_1.mp3","aimuti_2.mp3","aimuti_3.mp3","aimuti_4.mp3","0","","ff003303"
"161204","辛德拉强盗","","","","0","0","1","1","辛德拉强盗","ff00ff0d","0","1030010","0","-1","1612","","","80","96","3","","0","xindijiaqiangdao","辛德拉强盗","","","辛德拉强盗","2227","2228","2228","2228","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"161205","辛德拉强盗","","","","0","0","1","1","辛德拉强盗","ff00ff0d","0","1030010","0","-1","1612","","","90","100","3","","0","xindijiaqiangdao","辛德拉强盗","","","辛德拉强盗","2227","2228","2228","2228","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"161301","公会守护者","","","","0","0","1","1","公会守护者","fffdff5d","0","1030007","0","-1","1613","992","400","62","25","5","","0","chenyu","公会守护者","公会任务","","公会守护者","2229","2230","2231","2232","","告辞","0","tongyong_nv_dazhaohu.mp3","tongyong_nv_shiluo01.mp3","tongyong_nv_shiluo02.mp3","tongyong_nv_xiao03.mp3","0","","ff3e2000"
"161302","公会看护者","","","","0","0","1","1","公会看护者","fffdff5d","0","1030007","0","-1","1613","464","496","29","31","3","","0","luoyan","公会看护者","公会专精","","公会看护者","2233","2234","2235","2233","","告辞","0","tongyong_nv_dazhaohu.mp3","tongyong_nv_shiluo01.mp3","tongyong_nv_shiluo02.mp3","tongyong_nv_xiao03.mp3","0","","ff3e2000"
"161303","密境守护者","","","","0","0","1","1","密境守护者","fffdff5d","0","1030007","0","-1","1613","304","608","19","38","3","","0","biyue","密境守护者","公会副本","","密境守护者","2236","2237","2238","2236","","告辞","0","tongyong_nv_dazhaohu.mp3","tongyong_nv_shiluo01.mp3","tongyong_nv_shiluo02.mp3","tongyong_nv_xiao03.mp3","0","","ff3e2000"
"161304","公会保卫者","","","","0","0","1","1","公会保卫者","fffdff5d","0","1030007","0","-1","1613","944","944","59","59","5","","0","xiuhua","公会保卫者","","","公会保卫者","2239","2240","2241","2239","","告辞","0","tongyong_nv_dazhaohu.mp3","tongyong_nv_shiluo01.mp3","tongyong_nv_shiluo02.mp3","tongyong_nv_xiao03.mp3","0","","ff3e2000"
"161401","术虱","","","","0","0","1","1","术虱","ff00ff0d","0","1020110","0","-1","1614","1920","1472","120","92","5","","0","shushi","术虱","","","术虱","2074","2072","2073","2458","","告辞","0","shushi_1.mp3","shushi_2.mp3","shushi_3.mp3","180903_14.mp3","0","","ff003303"
"161402","斯托姆贵族","","","","0","0","1","1","斯托姆贵族","ff00ff0d","0","1010148","0","-1","1614","2368","1712","148","107","","","0","baofengchengguizu","斯托姆贵族","","","斯托姆贵族","2022","2031","2035","2217","","告辞","0","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"161403","斯托姆贵族","","","","0","0","1","1","斯托姆贵族","ff00ff0d","0","1010150","0","-1","1614","1248","1472","78","92","","","0","baofengchengguizu","斯托姆贵族","","","斯托姆贵族","2022","2031","2035","2217","","告辞","0","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"161404","斯托姆贵族","","","","0","0","1","1","斯托姆贵族","ff00ff0d","0","1010147","0","-1","1614","320","2528","20","158","","","0","baofengchengguizu","斯托姆贵族","","","斯托姆贵族","2022","2031","2035","2217","","告辞","0","tongyong_nv_dazhaohu.mp3","tongyong_nv_shiluo01.mp3","tongyong_nv_shiluo02.mp3","tongyong_nv_xiao03.mp3","0","","ff003303"
"161405","斯托姆贵族","","","","0","0","1","1","斯托姆贵族","ff00ff0d","0","1010146","0","-1","1614","432","2000","27","125","","","0","baofengchengguizu","斯托姆贵族","","","斯托姆贵族","2022","2031","2035","2217","","告辞","0","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"161406","斯托姆贵族","","","","0","0","1","1","斯托姆贵族","ff00ff0d","0","1010132","0","-1","1614","512","2192","32","137","","","0","baofengchengguizu","斯托姆贵族","","","斯托姆贵族","2022","2031","2035","2217","","告辞","0","tongyong_nv_dazhaohu.mp3","tongyong_nv_shiluo01.mp3","tongyong_nv_shiluo02.mp3","tongyong_nv_xiao03.mp3","0","","ff003303"
"161407","大小姐","","","","0","0","1","1","大小姐","ff00ff0d","0","1020108","0","-1","1614","1584","1232","99","77","5","","0","daxiaojie","大小姐","","","大小姐","2084","2085","2086","2087","","告辞","1","daxiaojie_1.mp3","daxiaojie_2.mp3","daxiaojie_3.mp3","daxiaojie_4.mp3","0","","ff003303"
"161408","圣圣","","","","0","0","1","1","圣圣","ff00ff0d","0","1020106","0","-1","1614","1440","1392","90","87","","","0","shengsheng","圣圣","","","圣圣","2242","2242","2248","2248","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"161409","光光","","","","1","0","1","1","光光","ff00ff0d","0","1020106","0","-1","1614","1408","1504","88","94","","","0","guangguang","光光","","","光光","2243","2243","2248","2248","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"161410","棍棍","","","","2","0","1","1","棍棍","ff00ff0d","0","1020106","0","-1","1614","1472","1600","92","100","","","0","gungun","棍棍","","","棍棍","2244","2244","2248","2248","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"161411","骑骑","","","","3","0","1","1","骑骑","ff00ff0d","0","1020106","0","-1","1614","1616","1600","101","100","7","","0","qiqi","骑骑","","","骑骑","2245","2245","2248","2248","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"161412","士士","","","","4","0","1","1","士士","ff00ff0d","0","1020106","0","-1","1614","1696","1440","106","90","","","0","shishi","士士","","","士士","2246","2246","2248","2248","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"161413","团团","","","","5","0","1","1","团团","ff00ff0d","0","1020106","0","-1","1614","1616","1328","101","83","5","","0","tuantuan","团团","","","团团","2247","2247","2248","2248","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"161414","元帅","","","","0","0","1","1","元帅","ff00ff0d","0","1010131","0","-1","1614","1216","1104","76","69","","","0","wendesuoer","元帅","","","元帅","2217","2218","2219","2220","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"161415","凯特温娜伯爵","","","","0","0","1","1","凯特温娜伯爵","ff00ff0d","0","1010132","0","-1","1614","416","2320","26","145","","","0","kadelana","凯特温娜伯爵","","","卡特琳娜伯爵","2131","2132","2133","2133","","告辞","1","tongyong_nv_dazhaohu.mp3","tongyong_nv_shiluo01.mp3","tongyong_nv_shiluo02.mp3","tongyong_nv_xiao03.mp3","0","","ff003303"
"161416","暴风王子","","","","2","0","1","1","暴风王子","ff00ff0d","0","1030010","0","-1","1614","320","2208","20","138","","","0","anduyin","暴风王子","","","暴风王子","2249","2250","2251","2252","","告辞","0","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"161417","方砖","","","","0","0","1","1","方砖","ff00ff0d","0","1020118","0","-1","1614","464","2816","29","176","1","","0","fangzhuan","方砖","","","方砖","2080","2081","2082","2083","","告辞","1","fangzhuan_1.mp3","fangzhuan_2.mp3","fangzhuan_3.mp3","fangzhuan_4.mp3","0","","ff003303"
"161418","斯托姆卫兵","","","","0","0","1","1","斯托姆卫兵","ff00ff0d","0","1030011","0","-1","1614","1888","2320","118","145","3","","0","weibing","斯托姆卫兵","","","斯托姆卫兵","2031","2217","2220","2031","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"161419","斯托姆卫兵","","","","0","0","1","1","斯托姆卫兵","ff00ff0d","0","1030011","0","-1","1614","1792","2400","112","150","3","","0","weibing","斯托姆卫兵","","","斯托姆卫兵","2031","2217","2220","2031","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"161420","斯托姆卫兵","","","","0","0","1","1","斯托姆卫兵","ff00ff0d","0","1030011","0","-1","1614","1888","2480","118","155","3","","0","weibing","斯托姆卫兵","","","斯托姆卫兵","2031","2217","2220","2031","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"161421","斯托姆卫兵","","","","0","0","1","1","斯托姆卫兵","ff00ff0d","0","1030011","0","-1","1614","1984","2400","124","150","3","","0","weibing","斯托姆卫兵","","","斯托姆卫兵","2031","2217","2220","2031","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"161422","伯爵亲兵","","","","0","0","1","1","伯爵亲兵","ff00ff0d","0","1030011","0","-1","1614","1008","1824","63","114","3","","0","qinbing","伯爵亲兵","","","伯爵亲兵","2031","2217","2220","2031","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"161423","伯爵亲兵","","","","0","0","1","1","伯爵亲兵","ff00ff0d","0","1030011","0","-1","1614","1104","1952","69","122","1","","0","qinbing","伯爵亲兵","","","伯爵亲兵","2031","2217","2220","2031","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"161424","暴风国王","","","","0","0","1","1","暴风国王","ff00ff0d","0","1020116","0","-1","1614","1280","1712","80","107","5","","0","","暴风国王","","","暴风国王","2249","2250","2252","2250","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"161425","大小姐","","","","0","0","1","1","大小姐","ff00ff0d","0","1020108","0","-1","1614","560","2816","35","176","7","","0","daxiaojie","大小姐","","","大小姐","2084","2085","2086","2087","","告辞","1","daxiaojie_1.mp3","daxiaojie_2.mp3","daxiaojie_3.mp3","daxiaojie_4.mp3","0","","ff003303"
"161426","大小姐","","","","0","0","1","1","大小姐","ff00ff0d","0","1020108","0","-1","1614","432","2544","27","159","1","","0","daxiaojie","大小姐","","","大小姐","2084","2085","2086","2087","","告辞","1","daxiaojie_1.mp3","daxiaojie_2.mp3","daxiaojie_3.mp3","daxiaojie_4.mp3","0","","ff003303"
"161427","时空守护者","","","","0","0","1","1","时空守护者","ff00ff0d","0","1030010","0","-1","1614","1600","1232","100","77","","","0","daxiaojie","时空守护者","","","时空守护者","2296","2297","","","","告辞","1","tongyong_nan_dazhaohu.mp3","","","","0","","ff003303"
"161501","莱厦特安哉","","","","0","0","1","1","莱厦特安哉","ff00ff0d","0","1010130","0","-1","1615","1232","1488","77","93","","","0","dianyuzhangchuishi","莱厦特安哉","银色黎明指挥官","putongfuben","莱厦特安哉","2140","","","","","告辞","0","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"161502","药店老板","","","","0","0","1","1","药店老板","fffdff5d","0","1010131","0","-1","1615","656","704","41","44","","","0","yaodianlaoban","药店老板","","","药店老板","2253","2254","2255","2255","","告辞","0","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff3e2000"
"161503","酒馆老板","","","","0","0","1","1","酒馆老板","fffdff5d","0","1010132","0","-1","1615","2144","1824","134","114","5","","0","jiudianlaoban","酒馆老板","","","酒馆老板","2256","2257","2258","2258","","告辞","0","tongyong_nv_dazhaohu.mp3","tongyong_nv_shiluo01.mp3","tongyong_nv_shiluo02.mp3","tongyong_nv_xiao03.mp3","0","","ff3e2000"
"161504","武器店老板","","","","0","0","1","1","武器店老板","fffdff5d","0","1010146","0","-1","1615","2384","1744","149","109","","","0","bingqipuzhanggui","武器店老板","","","武器店老板","2259","2260","2261","2259","","告辞","0","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff3e2000"
"161505","宠物训练师","","","","0","0","1","1","宠物训练师","fffdff5d","0","1030007","0","-1","1615","896","1840","56","115","","","0","chongwuxianzi","宠物训练师","","shichang","宠物训练师","2262","2263","2264","2264","","告辞","0","tongyong_nv_dazhaohu.mp3","tongyong_nv_shiluo01.mp3","tongyong_nv_shiluo02.mp3","tongyong_nv_xiao03.mp3","0","","ff3e2000"
"161506","商会会长","","","","0","0","1","1","商会会长","fffdff5d","0","1010150","0","-1","1615","2080","928","130","58","3","","0","shanghuihuizhang","商会会长","","shop","商会会长","2266","2267","2268","","","告辞","0","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff3e2000"
"161507","莫迪伦","","","","0","0","1","1","莫迪伦","ff00ff0d","0","1030002","0","-1","1615","1088","912","68","57","","","0","maidiwen","莫迪伦","星界法师","","星界法师","2166","2167","2168","2169","","告辞","0","maidiwen_001.mp3","maidiwen_002.mp3","maidiwen_003.mp3","maidiwen_004.mp3","0","","ff003303"
"161508","星界学徒","","","","0","0","1","1","星界学徒","ff00ff0d","0","1010116","0","-1","1615","1200","464","75","29","","","0","kadejia","星界学徒","","","星界学徒","2162","2163","2164","2165","","告辞","0","kadejia_1.mp3","kadejia_2.mp3","kadejia_3.mp3","kadejia_4.mp3","0","","ff003303"
"161509","哀木涕","","","","0","0","1","1","哀木涕","ff00ff0d","0","1020101","0","-1","1615","1408","416","88","26","","","0","aimuti","哀木涕","","","哀木涕","2040","2041","2042","2043","","告辞","0","aimuti_1.mp3","aimuti_2.mp3","aimuti_3.mp3","aimuti_4.mp3","0","","ff003303"
"161510","旅馆老板","","","","0","0","1","1","旅馆老板","fffdff5d","0","1010147","0","-1","1615","336","960","21","60","","","0","lvdianlaoban","旅馆老板","","kaogu","旅馆老板","2442","2443","2444","","","告辞","0","tongyong_nv_dazhaohu.mp3","tongyong_nv_shiluo01.mp3","tongyong_nv_shiluo02.mp3","tongyong_nv_xiao03.mp3","0","","ff3e2000"
"161511","副本管理员","","","","1","0","1","1","副本管理员","fffdff5d","0","1030002","0","-1","1615","1584","1216","99","76","","","0","fubenguanliyuan","副本管理员","","jingying","副本管理员","2269","2270","2271","2271","","告辞","0","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff3e2000"
"161512","角斗场管理员","","","","0","0","1","1","角斗场管理员","fffdff5d","0","1030010","0","-1","1615","736","2192","46","137","3","","0","fubenguanliyuan","角斗场管理员","","","角斗场管理员","2269","2285","2286","","","告辞","0","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff3e2000"
