"编号","类型","显示名","道具名颜色","颜色品质","造型编号","单位","等级","需求等级","排序ID","可否摧毁","可否摆摊上架","道具生效时间","道具过期时间","使用后持续时间（s）","默认有效时间","可否卖店","是否绑定","是否拾取绑定","是否下线消失","战斗内使用对象","战斗内使用者对象","战斗外使用对象","使用后是否消耗","最大堆叠数量","最大拥有数量","删除后服务器保留天数","描述","功能说明","售卖商店类型","售卖NPCID","道具使用方法","使用按钮功能类型","使用按钮功能参数1","使用按钮功能参数2","使用按钮功能参数3","加锁时能否消耗","需求锻造等级","需求裁缝等级","需求炼金等级","临时类型","获取途径1","获取途径2","获取途径3","获取途径4","获取途径5","获取途径6","获取途径7","获取途径8","获取途径9","是否珍品","是否稀有","摆摊冻结时间"
"332010","518","牛头人酋长（30天）","fffff2df","1","30302","个","0","1","5600","true","0","0","0","25200","0","0","false","false","false","0","0","1","1","99","0","0","增加三十天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332011","518","牛头人酋长（永久）","fffff2df","1","30302","个","0","1","5600","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","获得永久使用权","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332012","518","国足（7天）","fffff2df","1","30306","个","0","1","5600","true","0","0","0","10800","0","0","false","false","false","0","0","1","1","99","0","0","增加七天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332013","518","国足（30天）","fffff2df","1","30306","个","0","1","5600","true","0","0","0","25200","0","0","false","false","false","0","0","1","1","99","0","0","增加三十天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332014","518","国足（永久）","fffff2df","1","30306","个","0","1","5600","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","获得永久使用权","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332015","518","羞花（7天）","fffff2df","1","30303","个","0","1","5600","true","0","0","0","10800","0","0","false","false","false","0","0","1","1","99","0","0","增加七天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332016","518","羞花（30天）","fffff2df","1","30303","个","0","1","5600","true","0","0","0","25200","0","0","false","false","false","0","0","1","1","99","0","0","增加三十天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332017","518","羞花（永久）","fffff2df","1","30303","个","0","1","5600","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","获得永久使用权","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332018","518","大大姐（7天）","fffff2df","1","30201","个","0","1","5600","true","0","0","0","10800","0","0","false","false","false","0","0","1","1","99","0","0","增加七天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332019","518","大大姐（30天）","fffff2df","1","30201","个","0","1","5600","true","0","0","0","25200","0","0","false","false","false","0","0","1","1","99","0","0","增加三十天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332020","518","大大姐（永久）","fffff2df","1","30201","个","0","1","5600","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","获得永久使用权","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332021","518","光芒使者（7天）","fffff2df","1","30296","个","0","1","5600","true","0","0","0","10800","0","0","false","false","false","0","0","1","1","99","0","0","增加七天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332022","518","光芒使者（30天）","fffff2df","1","30296","个","0","1","5600","true","0","0","0","25200","0","0","false","false","false","0","0","1","1","99","0","0","增加三十天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332023","518","光芒使者（永久）","fffff2df","1","30296","个","0","1","5600","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","获得永久使用权","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332024","518","美屡（7天）","fffff2df","1","30261","个","0","1","5600","true","0","0","0","10800","0","0","false","false","false","0","0","1","1","99","0","0","增加七天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332025","518","美屡（30天）","fffff2df","1","30261","个","0","1","5600","true","0","0","0","25200","0","0","false","false","false","0","0","1","1","99","0","0","增加三十天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332026","518","美屡（永久）","fffff2df","1","30261","个","0","1","5600","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","获得永久使用权","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332027","518","冬（7天）","fffff2df","1","30308","个","0","1","5600","true","0","0","0","10800","0","0","false","false","false","0","0","1","1","99","0","0","增加七天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332028","518","冬（30天）","fffff2df","1","30308","个","0","1","5600","true","0","0","0","25200","0","0","false","false","false","0","0","1","1","99","0","0","增加三十天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332029","518","冬（永久）","fffff2df","1","30308","个","0","1","5600","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","获得永久使用权","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332030","518","兽王（7天）","fffff2df","1","30266","个","0","1","5600","true","0","0","0","10800","0","0","false","false","false","0","0","1","1","99","0","0","增加七天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332031","518","兽王（30天）","fffff2df","1","30266","个","0","1","5600","true","0","0","0","25200","0","0","false","false","false","0","0","1","1","99","0","0","增加三十天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332032","518","兽王（永久）","fffff2df","1","30266","个","0","1","5600","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","获得永久使用权","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332033","518","神棍德（7天）","fffff2df","1","30255","个","0","1","5600","true","0","0","0","10800","0","0","false","false","false","0","0","1","1","99","0","0","增加七天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332034","518","神棍德（30天）","fffff2df","1","30255","个","0","1","5600","true","0","0","0","25200","0","0","false","false","false","0","0","1","1","99","0","0","增加三十天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332035","518","神棍德（永久）","fffff2df","1","30255","个","0","1","5600","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","获得永久使用权","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332036","518","玛拉顿公主（7天）","fffff2df","1","30223","个","0","1","5600","true","0","0","0","10800","0","0","false","false","false","0","0","1","1","99","0","0","增加七天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332037","518","玛拉顿公主（30天）","fffff2df","1","30223","个","0","1","5600","true","0","0","0","25200","0","0","false","false","false","0","0","1","1","99","0","0","增加三十天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332038","518","玛拉顿公主（永久）","fffff2df","1","30223","个","0","1","5600","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","获得永久使用权","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332039","518","玛佛里（7天）","fffff2df","1","30265","个","0","1","5600","true","0","0","0","10800","0","0","false","false","false","0","0","1","1","99","0","0","增加七天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332040","518","玛佛里（30天）","fffff2df","1","30265","个","0","1","5600","true","0","0","0","25200","0","0","false","false","false","0","0","1","1","99","0","0","增加三十天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332041","518","玛佛里（永久）","fffff2df","1","30265","个","0","1","5600","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","获得永久使用权","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332042","518","五火球教主（7天）","fffff2df","1","30263","个","0","1","5600","true","0","0","0","10800","0","0","false","false","false","0","0","1","1","99","0","0","增加七天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332043","518","五火球教主（30天）","fffff2df","1","30263","个","0","1","5600","true","0","0","0","25200","0","0","false","false","false","0","0","1","1","99","0","0","增加三十天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332044","518","五火球教主（永久）","fffff2df","1","30263","个","0","1","5600","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","获得永久使用权","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332045","518","方砖（7天）","fffff2df","1","30257","个","0","1","5600","true","0","0","0","10800","0","0","false","false","false","0","0","1","1","99","0","0","增加七天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332046","518","方砖（30天）","fffff2df","1","30257","个","0","1","5600","true","0","0","0","25200","0","0","false","false","false","0","0","1","1","99","0","0","增加三十天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332047","518","方砖（永久）","fffff2df","1","30257","个","0","1","5600","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","获得永久使用权","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332048","518","羞花（7天）","fffff2df","1","30303","个","0","1","5600","true","0","0","0","10800","0","0","false","false","false","0","0","1","1","99","0","0","增加七天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332049","518","羞花（30天）","fffff2df","1","30303","个","0","1","5600","true","0","0","0","25200","0","0","false","false","false","0","0","1","1","99","0","0","增加三十天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332050","518","羞花（永久）","fffff2df","1","30303","个","0","1","5600","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","获得永久使用权","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332051","518","卡尔索斯（7天）","fffff2df","1","30267","个","0","1","5600","true","0","0","0","10800","0","0","false","false","false","0","0","1","1","99","0","0","增加七天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332052","518","卡尔索斯（30天）","fffff2df","1","30267","个","0","1","5600","true","0","0","0","25200","0","0","false","false","false","0","0","1","1","99","0","0","增加三十天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332053","518","卡尔索斯（永久）","fffff2df","1","30267","个","0","1","5600","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","获得永久使用权","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332054","518","闭月（7天）","fffff2df","1","30307","个","0","1","5600","true","0","0","0","10800","0","0","false","false","false","0","0","1","1","99","0","0","增加七天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332055","518","闭月（30天）","fffff2df","1","30307","个","0","1","5600","true","0","0","0","25200","0","0","false","false","false","0","0","1","1","99","0","0","增加三十天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332056","518","闭月（永久）","fffff2df","1","30307","个","0","1","5600","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","获得永久使用权","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332057","518","大奶铜须（7天）","fffff2df","1","30225","个","0","1","5600","true","0","0","0","10800","0","0","false","false","false","0","0","1","1","99","0","0","增加七天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332058","518","大奶铜须（30天）","fffff2df","1","30225","个","0","1","5600","true","0","0","0","25200","0","0","false","false","false","0","0","1","1","99","0","0","增加三十天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332059","518","大奶铜须（永久）","fffff2df","1","30225","个","0","1","5600","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","获得永久使用权","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332060","518","超奶伊露吸（7天）","fffff2df","1","30205","个","0","1","5600","true","0","0","0","10800","0","0","false","false","false","0","0","1","1","99","0","0","增加七天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
"332061","518","超奶伊露吸（30天）","fffff2df","1","30205","个","0","1","5600","true","0","0","0","25200","0","0","false","false","false","0","0","1","1","99","0","0","增加三十天使用时间","可使用伙伴",,,"使用方法：点击使用","0","","","","0",,,,,,,,,,,,,,,,
