"子技能ID","子技能名称","属性状态需求","属性状态不符提示","过滤状态","需求状态","关联技能","何种情况下不能执行本技能","选择目标方","选择目标单位类型","选择目标单位关系","生效精准职业编号","生效精确怪物，伙伴ID号","索敌类型","索敌个数","索敌多个.排序变量","子技能触发几率","法术技能最小伤害","主BUFF序号","BUFF0.BUFFID","BUFF0.命中","BUFF0.持续回合","BUFF0.效果","buff0属性状态需求","buff0.buff状态过滤","buff0.buff状态需求","buff0触发几率","BUFF1.BUFFID","BUFF1.命中","BUFF1.持续回合","BUFF1.效果","buff1属性状态需求","buff1.buff状态过滤","buff1.buff状态需求","buff1触发几率","BUFF2.BUFFID","BUFF2.命中","BUFF2.持续回合","BUFF2.效果","buff2属性状态需求","buff2.buff状态过滤","buff2.buff状态需求","buff2触发几率","BUFF3.BUFFID","BUFF3.命中","BUFF3.持续回合","BUFF3.效果","buff3属性状态需求","buff3.buff状态过滤","buff3.buff状态需求","buff3触发几率","脚本配置文件"
"2070152","法力燃烧3","gradea>=60",,,,"2070151","4","2",,,,,"5","1","speed","1","3*gradea","0","510114","1",,"curhp_value=-(magicattacka*1.4-magicdefb+2*gradea)*(0.5+0.05*(2-preaimcount))",,,,,"510104","1",,"curmp_value=maindamage*0.6*0.5*((random()*(1.05-0.95))+0.95)",,,,,,,,,,,,,,,,,,,,,
"2070153","法力燃烧给主人蓝",,,,,"2070150","4","1",,"4",,,"0","1",,"1",,"0","510103","1",,"curmp_value=-maindamage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2070160","法术否定",,,,,"0",,"3",,,,,"1","1",,"1",,"0","509079","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2070170","隐身主动",,,,,"0",,"3",,,,,"1","1",,"1",,"0","509082","1","((random()*(3-2))+2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2070180","高级隐身主动",,,,,"0",,"3",,,,,"1","1",,"1",,"0","509083","1","((random()*(5-3))+3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1100000","武器大师",,,,,"0","",,,,,,,,,"1",,"0","501001","1","","phyattack_value=2.5*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1100010","幻影冲锋1",,,,,"0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.05-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1100011","幻影冲锋2",,,,,"1100010","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.9-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1100012","幻影冲锋3","skilllevela>=40",,,,"1100011","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.75-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1100013","幻影冲锋4","skilllevela>=70",,,,"1100012","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.75-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1100014","幻影冲锋5现身",,,,,"1100010","4","3",,,,,,,,"1",,"0","509147","1","1","","","","","",,,,"","","","","","","","","","","","","","","","","","","","","",""
"1100020","嘲讽1",,,,,"0","","2",,,,,"1","1",,"1",,"0","501010","0.5+0.001*(skilllevela-gradeb)","3","","","","","","501011","-1","3","physicrevise_value=-(0.6+0.001*skilllevela);magicrevise_value=-(0.4+0.001*skilllevela)","","","","","","","","","","","","","","","","","","","","",""
"1100021","嘲讽2",,,,,"1100020","4","2",,,,,"5","1",,"1",,"0","501010","0.25+0.001*(skilllevela-gradeb)","3","","","","","","501011","-1","3","physicrevise_value=-(0.6+0.001*skilllevela);magicrevise_value=-(0.4+0.001*skilllevela)","","","","","","","","","","","","","","","","","","","","",""
"1100022","嘲讽3",,,,,"1100021","4","2",,,,,"5","1",,"1",,"0","501010","0.25+0.001*(skilllevela-gradeb)","3","","","","","","501011","-1","3","physicrevise_value=-(0.6+0.001*skilllevela);magicrevise_value=-(0.4+0.001*skilllevela)","","","","","","","","","","","","","","","","","","","","",""
"1100023","嘲讽4","skilllevela>=60",,,,"1100022","4","2",,,,,"5","1",,"1",,"0","501010","0.25+0.001*(skilllevela-gradeb)","3","","","","","","501011","-1","3","physicrevise_value=-(0.6+0.001*skilllevela);magicrevise_value=-(0.4+0.001*skilllevela)","","","","","","","","","","","","","","","","","","","","",""
"1100030","毁灭打击1","(curhpa/maxhpa)>=0.5","160004",,,"0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.05-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1100031","毁灭打击2",,,,,"1100030","2,4","2",,,,,"3","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.15-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1100032","毁灭打击3",,,,,"1100031","2,4","2",,,,,"3","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.25-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1100033","毁灭打击虚弱休息",,,,,"1100030","4","3",,,,,"0","1",,"1",,"0","501002","1","2","defend_value=min(-2.4*gradea+1.2*skilllevela,0);magicdef_value=min(-2.4*gradea+1.2*skilllevela,0);resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","510102","1","","curhp_value=-min((random()*(0.13-0.07)+0.07)*maxhpa,curhpa-1)","","","","","","","","","","","","",""
"1100040","蓄力猛击之蓄力1",,,,,"0","","2",,,,,"1","1",,"1",,"0","501009","1","2","operation_type=2;operation_id=110011","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1100041","蓄力猛击之蓄力2",,,,,"1100040","4","3",,,,,"0","1",,"1",,"0","501003","1","2","defend_percent=0.12;magicdef_percent=0.12;resistseal_value=9.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1100050","破甲",,,,,"0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1-defendb+1*skilllevela)","","","","","501004","1","4+min(floor(skilllevela/60),1)","defend_value=-((0.15+0.001*skilllevela)*defendb+1*skilllevela);magicdef_value=-((0.15+0.001*skilllevela)*magicdefb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","",""
"1100060","附魔：钢铁之躯",,,,,"0","",,,,,,,,,"1",,"0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1100070","无敌斩1",,,,,"0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1-defendb+1*gradea)*(0.45+0.05*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1100071","无敌斩2",,,,,"1100070","2,4","2",,,,,"3","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1-defendb+1*gradea)*(0.45+0.05*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1100072","无敌斩3",,,,,"1100071","2,4","2",,,,,"3","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1-defendb+1*gradea)*(0.45+0.05*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1100073","无敌斩4",,,,,"1100072","2,4","2",,,,,"3","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1-defendb+1*gradea)*(0.45+0.05*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1100074","无敌斩5","(curhpa/maxhpa)<=0.8",,,,"1100073","2,4","2",,,,,"3","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1-defendb+1*gradea)*(0.45+0.05*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1100075","无敌斩6","(curhpa/maxhpa)<=0.6",,,,"1100074","2,4","2",,,,,"3","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1-defendb+1*gradea)*(0.45+0.05*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1100076","无敌斩7","(curhpa/maxhpa)<=0.4",,,,"1100075","2,4","2",,,,,"3","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1-defendb+1*gradea)*(0.45+0.05*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1100077","无敌斩8","(curhpa/maxhpa)<=0.2",,,,"1100076","2,4","2",,,,,"3","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1-defendb+1*gradea)*(0.45+0.05*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1100078","无敌斩9",,,,,"1100077","2,4","2",,,,,"3","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1-defendb+1*gradea)*(0.45+0.05*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1100079","无敌斩虚弱休息",,,,,"1100070","4","3",,,,,"0","1",,"1",,"0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","","","","","","","","","","","","","","","","",""
"1100080","战士被动1",,,,,"0","",,,,,,,,,"1",,"0","501005","1","","speed_value=0.5*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1100090","战士被动2",,,,,"0","",,,,,,,,,"1",,"0","501006","1","","unseal_value=10*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1100100","战士被动3",,,,,"0","",,,,,,,,,"1",,"0","501007","1","","defend_value=1*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1100110","蓄力猛击之猛击",,,,,"0","","2",,,,,"0","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.6-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1100111","猛击完驱散蓄力",,,,,"1100110","4","3",,,,,"0","1",,"1",,"0","510129","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200000","王者祝福",,,,,"0","",,,,,,,,,"1",,"0","502001","1","","maxhp_value=14*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200010","审判之锤1",,,,,"0","","2",,,,,"1","1",,"1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200011","审判之锤2",,,,,"1200010","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200012","审判之锤3",,,,,"1200011","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200013","审判之锤4","skilllevela>=60",,,,"1200012","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200014","审判之锤5","skilllevela>=70",,,,"1200013","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200015","审判之锤6","skilllevela>=90",,,,"1200014","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200016","审判之锤净化首目标",,,,,"1200010","4","2",,,,,"3","1",,"0.3",,"0","510133","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200020","无边定罪",,,,,"0","","2",,,,,"1","1",,"1","3*skilllevela","0","510114","1","","curhp_value=-3*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200021","无边定罪神圣伤害",,,,,"1200020","4","2",,,,,"2","1",,"0.66",,"0","510102","1","","curhp_value=-0.2*curhpb","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200030","复仇之盾1",,,,,"0","","2",,,,,"1","1",,"1",,"0","501010","0.5+0.001*(skilllevela-gradeb)","3","","","","","","501011","-1","3","physicrevise_value=-(0.4+0.001*skilllevela);magicrevise_value=-(0.6+0.001*skilllevela)","","","","","","","","","","","","","","","","","","","","",""
"1200031","复仇之盾2",,,,,"1200030","4","2",,,,,"5","1",,"1",,"0","501010","0.25+0.001*(skilllevela-gradeb)","3","","","","","","501011","-1","3","physicrevise_value=-(0.4+0.001*skilllevela);magicrevise_value=-(0.6+0.001*skilllevela)","","","","","","","","","","","","","","","","","","","","",""
"1200032","复仇之盾3",,,,,"1200031","4","2",,,,,"5","1",,"1",,"0","501010","0.25+0.001*(skilllevela-gradeb)","3","","","","","","501011","-1","3","physicrevise_value=-(0.4+0.001*skilllevela);magicrevise_value=-(0.6+0.001*skilllevela)","","","","","","","","","","","","","","","","","","","","",""
"1200033","复仇之盾4","skilllevela>=60",,,,"1200032","4","2",,,,,"5","1",,"1",,"0","501010","0.25+0.001*(skilllevela-gradeb)","3","","","","","","501011","-1","3","physicrevise_value=-(0.4+0.001*skilllevela);magicrevise_value=-(0.6+0.002*skilllevela)","","","","","","","","","","","","","","","","","","","","",""
"1200040","圣光洗礼",,,,,"0","","1",,,,,"1","1",,"1",,"0","510116","1","","curhp_value=medicala*3+3*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200050","神谕责难1",,,,,"0","","2",,,,,"1","1",,"1",,"0","510133","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200051","神谕责难2",,,,,"1200050","4","2",,,,,"5","1","speed","1",,"0","510133","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200052","神谕责难3",,,,,"1200051","4","2",,,,,"5","1","speed","1",,"0","510133","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200053","神谕责难4","skilllevela>=50",,,,"1200052","4","2",,,,,"5","1","speed","1",,"0","510133","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200054","神谕责难5","skilllevela>=70",,,,"1200053","4","2",,,,,"5","1","speed","1",,"0","510133","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200055","神谕责难6","skilllevela>=90",,,,"1200054","4","2",,,,,"5","1","speed","1",,"0","510133","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200060","附魔：神圣庇护",,,,,"0","",,,,,,,,,"1",,"0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200070","守护圣盾1",,,,,"0","","1",,,,,"1","1",,"1",,"0","502005","1","2","onphysicrevise_value=0.5+((survivala<survivalb)?(0.25):(0));onmagicrevise_value=0.5+((survivala<survivalb)?(0.25):(0))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200071","守护圣盾2","skilllevela>=2",,,,"1200070","4","1",,,,,"5","1",,"1",,"0","502005","1","2","onphysicrevise_value=0.5+((survivala<survivalb)?(0.25):(0));onmagicrevise_value=0.5+((survivala<survivalb)?(0.25):(0))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200072","守护圣盾3","skilllevela>=3",,,,"1200071","4","1",,,,,"5","1",,"1",,"0","502005","1","2","onphysicrevise_value=0.5+((survivala<survivalb)?(0.25):(0));onmagicrevise_value=0.5+((survivala<survivalb)?(0.25):(0))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200073","守护圣盾4","skilllevela>=4",,,,"1200072","4","1",,,,,"5","1",,"1",,"0","502005","1","2","onphysicrevise_value=0.5+((survivala<survivalb)?(0.25):(0));onmagicrevise_value=0.5+((survivala<survivalb)?(0.25):(0))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200074","守护圣盾5附加目标","survivala<survivalb",,,,"1200070","4","1",,,,,"5","1",,"1",,"0","502005","1","2","onphysicrevise_value=0.5+((survivala<survivalb)?(0.25):(0));onmagicrevise_value=0.5+((survivala<survivalb)?(0.25):(0))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200075","守护圣盾虚弱休息",,,,,"1200070","4","3",,,,,"0","1",,"1",,"0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","","","","","","","","","","","","","","","","",""
"1200080","圣骑士被动1",,,,,"0","",,,,,,,,,"1",,"0","502006","1","","speed_value=0.5*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200090","圣骑士被动2",,,,,"0","",,,,,,,,,"1",,"0","502007","1","","unseal_value=10*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200100","圣骑士被动3",,,,,"0","",,,,,,,,,"1",,"0","502008","1","","magicattack_value=1*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300000","狩猎姿态",,,,,"0","","3",,,,,"1","1",,"1",,"0","503001","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","phyattack_value=0.5*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300010","多重打击1",,,,"503001","0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300011","多重打击2",,,,"503001","1300010","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300012","多重打击3",,,,"503001","1300011","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300013","多重打击4","skilllevela>=50",,,"503001","1300012","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300014","多重打击5","skilllevela>=70",,,"503001","1300013","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300015","多重打击6","skilllevela>=90",,,"503001","1300014","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300016","多重打击虚弱休息",,,,"503001","1300010","4","3",,,,,"0","1",,"1",,"0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","","","","","","","","","","","","","","","","",""
"1300020","穿刺打击",,,,"503001","0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb*0.9+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300030","野性召唤",,,,,"0","","1","2",,,,"1","5",,"1",,"0","503002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","phyattack_value=2*skilllevela;magicattack_value=1.4*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300040","生命献祭1",,,,,"0","","1","2",,,,"0","1",,"1",,"0","510102","1","","curhp_value=-curhpb","","","","","510138","1","","","","","","","","","","","","","","","","","","","","","","",""
"1300041","生命献祭2",,,,,"1300040","4","1","1,3,5",,,,"0","5",,"1",,"0","510103","1","","curmp_value=6*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300050","精准打击1",,,,"503001","0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.05-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300051","精准打击2",,,,"503001","1300050","2,4","2",,,,,"3","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*0.95-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300052","精准打击3",,,,"503001","1300051","2,4","2",,,,,"3","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*0.85-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300053","精准打击4","skilllevela>=60",,,"503001","1300052","2,4","2",,,,,"3","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*0.75-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300054","精准打击5","skilllevela>=70",,,"503001","1300053","2,4","2",,,,,"3","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*0.75-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300055","精准打击6","skilllevela>=90",,,"503001","1300054","2,4","2",,,,,"3","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*0.75-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300056","精准打击虚弱休息",,,,"503001","1300050","4","3",,,,,"0","1",,"1",,"0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","510130","1","","","","","","","","","","","","","","",""
"1300060","附魔：不羁之怒",,,,,"0","",,,,,,,,,"1",,"0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300070","奇美拉冲击1",,,,,"0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*gradea)","","","","","502003","1","2","","","","","","","","","","","","","","","","","","","","","",""
"1300071","奇美拉冲击2","skilllevela>=2",,,,"1300070","4","2",,,,,"5","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1-defendb+1*gradea)","","","","","502003","1","2","","","","","","","","","","","","","","","","","","","","","",""
"1300072","奇美拉冲击3","skilllevela>=3",,,,"1300071","4","2",,,,,"5","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*0.9-defendb+1*gradea)","","","","","502003","1","2","","","","","","","","","","","","","","","","","","","","","",""
"1300073","奇美拉冲击4","skilllevela>=4",,,,"1300072","4","2",,,,,"5","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*0.8-defendb+1*gradea)","","","","","502003","1","2","","","","","","","","","","","","","","","","","","","","","",""
"1300074","奇美拉冲击5","survivala<survivalb",,,,"1300070","4","2",,,,,"5","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1-defendb+1*gradea)","","","","","502003","1","2","","","","","","","","","","","","","","","","","","","","","",""
"1300075","奇美拉冲击虚弱休息",,,,,"1300070","4","3",,,,,"0","1",,"1",,"0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","","","","","","","","","","","","","","","","",""
"1300080","猎人被动1",,,,,"0","",,,,,,,,,"1",,"0","503003","1","","speed_value=0.5*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300090","猎人被动2",,,,,"0","",,,,,,,,,"1",,"0","503004","1","","unseal_value=10*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300100","猎人被动3",,,,,"0","",,,,,,,,,"1",,"0","503005","1","","maxhp_value=7*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300110","狩猎姿态被动",,,,,"0","",,,,,,,,,"1",,"0","503006","1","","phyattack_value=2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1400000","伊瑟拉之赐",,,,,"0","",,,,,,,,,"1",,"0","504001","1","","defend_value=2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1400010","撕裂横扫1",,,,,"0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.4-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1400011","撕裂横扫2",,,,,"1400010","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.4-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1400012","撕裂横扫3",,,,,"1400011","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.4-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1400013","撕裂横扫4","skilllevela>=60",,,,"1400012","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.4-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
