"装备属性编号","属性1ID","属性1名称","属性2ID","属性2名称","属性3ID","属性3名称","属性1波动段1min","属性1波动段1max","属性1波动段2min","属性1波动段2max","属性1波动段3min","属性1波动段3max","属性1波动段4min","属性1波动段4max","属性1波动段5min","属性1波动段5max","属性1波动段1权重","属性1波动段2权重","属性1波动段3权重","属性1波动段4权重","属性1波动段5权重","属性2波动段1min","属性2波动段1max","属性2波动段2min","属性2波动段2max","属性2波动段3min","属性2波动段3max","属性2波动段4min","属性2波动段4max","属性2波动段5min","属性2波动段5max","属性2波动段1权重","属性2波动段2权重","属性2波动段3权重","属性2波动段4权重","属性2波动段5权重","属性3波动段1min","属性3波动段1max","属性3波动段2min","属性3波动段2max","属性3波动段3min","属性3波动段3max","属性3波动段4min","属性3波动段4max","属性3波动段5min","属性3波动段5max","属性3波动段1权重","属性3波动段2权重","属性3波动段3权重","属性3波动段4权重","属性3波动段5权重"
"4080101","130","phyattack_value","150","magicattack_value","170","medical_value","459","459","459","459","459","459","459","459","459","459","4546","2909","1636","727","182","103","103","103","103","103","103","103","103","103","103","4546","2909","1636","727","182","120","120","120","120","120","120","120","120","120","120","4546","2909","1636","727","182"
"4080102","130","phyattack_value","150","magicattack_value","170","medical_value","459","459","459","459","459","459","459","459","459","459","4546","2909","1636","727","182","103","103","103","103","103","103","103","103","103","103","4546","2909","1636","727","182","120","120","120","120","120","120","120","120","120","120","4546","2909","1636","727","182"
"4080103","130","phyattack_value","150","magicattack_value","170","medical_value","459","459","459","459","459","459","459","459","459","459","4546","2909","1636","727","182","103","103","103","103","103","103","103","103","103","103","4546","2909","1636","727","182","120","120","120","120","120","120","120","120","120","120","4546","2909","1636","727","182"
"4080104","130","phyattack_value","150","magicattack_value","170","medical_value","459","459","459","459","459","459","459","459","459","459","4546","2909","1636","727","182","103","103","103","103","103","103","103","103","103","103","4546","2909","1636","727","182","120","120","120","120","120","120","120","120","120","120","4546","2909","1636","727","182"
"4080105","130","phyattack_value","150","magicattack_value","170","medical_value","459","459","459","459","459","459","459","459","459","459","4546","2909","1636","727","182","103","103","103","103","103","103","103","103","103","103","4546","2909","1636","727","182","120","120","120","120","120","120","120","120","120","120","4546","2909","1636","727","182"
"4080106","130","phyattack_value","150","magicattack_value","170","medical_value","459","459","459","459","459","459","459","459","459","459","4546","2909","1636","727","182","103","103","103","103","103","103","103","103","103","103","4546","2909","1636","727","182","120","120","120","120","120","120","120","120","120","120","4546","2909","1636","727","182"
"4080207","60","maxhp_value","140","defend_value","","","367","367","367","367","367","367","367","367","367","367","4546","2909","1636","727","182","115","115","115","115","115","115","115","115","115","115","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4080208","60","maxhp_value","140","defend_value","","","367","367","367","367","367","367","367","367","367","367","4546","2909","1636","727","182","115","115","115","115","115","115","115","115","115","115","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4080309","90","maxmp_value","140","defend_value","","","459","459","459","459","459","459","459","459","459","459","4546","2909","1636","727","182","69","69","69","69","69","69","69","69","69","69","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4080310","90","maxmp_value","140","defend_value","","","459","459","459","459","459","459","459","459","459","459","4546","2909","1636","727","182","69","69","69","69","69","69","69","69","69","69","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4080411","150","magicattack_value","160","magicdef_value","","","126","126","126","126","126","126","126","126","126","126","4546","2909","1636","727","182","67","67","67","67","67","67","67","67","67","67","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4080512","60","maxhp_value","140","defend_value","","","551","551","551","551","551","551","551","551","551","551","4546","2909","1636","727","182","46","46","46","46","46","46","46","46","46","46","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4080613","160","magicdef_value","200","speed_value","","","67","67","67","67","67","67","67","67","67","67","4546","2909","1636","727","182","52","52","52","52","52","52","52","52","52","52","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4090101","130","phyattack_value","150","magicattack_value","170","medical_value","517","517","517","517","517","517","517","517","517","517","4546","2909","1636","727","182","116","116","116","116","116","116","116","116","116","116","4546","2909","1636","727","182","135","135","135","135","135","135","135","135","135","135","4546","2909","1636","727","182"
"4090102","130","phyattack_value","150","magicattack_value","170","medical_value","517","517","517","517","517","517","517","517","517","517","4546","2909","1636","727","182","116","116","116","116","116","116","116","116","116","116","4546","2909","1636","727","182","135","135","135","135","135","135","135","135","135","135","4546","2909","1636","727","182"
"4090103","130","phyattack_value","150","magicattack_value","170","medical_value","517","517","517","517","517","517","517","517","517","517","4546","2909","1636","727","182","116","116","116","116","116","116","116","116","116","116","4546","2909","1636","727","182","135","135","135","135","135","135","135","135","135","135","4546","2909","1636","727","182"
"4090104","130","phyattack_value","150","magicattack_value","170","medical_value","517","517","517","517","517","517","517","517","517","517","4546","2909","1636","727","182","116","116","116","116","116","116","116","116","116","116","4546","2909","1636","727","182","135","135","135","135","135","135","135","135","135","135","4546","2909","1636","727","182"
"4090105","130","phyattack_value","150","magicattack_value","170","medical_value","517","517","517","517","517","517","517","517","517","517","4546","2909","1636","727","182","116","116","116","116","116","116","116","116","116","116","4546","2909","1636","727","182","135","135","135","135","135","135","135","135","135","135","4546","2909","1636","727","182"
"4090106","130","phyattack_value","150","magicattack_value","170","medical_value","517","517","517","517","517","517","517","517","517","517","4546","2909","1636","727","182","116","116","116","116","116","116","116","116","116","116","4546","2909","1636","727","182","135","135","135","135","135","135","135","135","135","135","4546","2909","1636","727","182"
"4090207","60","maxhp_value","140","defend_value","","","413","413","413","413","413","413","413","413","413","413","4546","2909","1636","727","182","129","129","129","129","129","129","129","129","129","129","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4090208","60","maxhp_value","140","defend_value","","","413","413","413","413","413","413","413","413","413","413","4546","2909","1636","727","182","129","129","129","129","129","129","129","129","129","129","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4090309","90","maxmp_value","140","defend_value","","","517","517","517","517","517","517","517","517","517","517","4546","2909","1636","727","182","77","77","77","77","77","77","77","77","77","77","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4090310","90","maxmp_value","140","defend_value","","","517","517","517","517","517","517","517","517","517","517","4546","2909","1636","727","182","77","77","77","77","77","77","77","77","77","77","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4090411","150","magicattack_value","160","magicdef_value","","","142","142","142","142","142","142","142","142","142","142","4546","2909","1636","727","182","76","76","76","76","76","76","76","76","76","76","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4090512","60","maxhp_value","140","defend_value","","","620","620","620","620","620","620","620","620","620","620","4546","2909","1636","727","182","52","52","52","52","52","52","52","52","52","52","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4090613","160","magicdef_value","200","speed_value","","","76","76","76","76","76","76","76","76","76","76","4546","2909","1636","727","182","59","59","59","59","59","59","59","59","59","59","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4100101","130","phyattack_value","150","magicattack_value","170","medical_value","574","574","574","574","574","574","574","574","574","574","4546","2909","1636","727","182","129","129","129","129","129","129","129","129","129","129","4546","2909","1636","727","182","150","150","150","150","150","150","150","150","150","150","4546","2909","1636","727","182"
"4100102","130","phyattack_value","150","magicattack_value","170","medical_value","574","574","574","574","574","574","574","574","574","574","4546","2909","1636","727","182","129","129","129","129","129","129","129","129","129","129","4546","2909","1636","727","182","150","150","150","150","150","150","150","150","150","150","4546","2909","1636","727","182"
"4100103","130","phyattack_value","150","magicattack_value","170","medical_value","574","574","574","574","574","574","574","574","574","574","4546","2909","1636","727","182","129","129","129","129","129","129","129","129","129","129","4546","2909","1636","727","182","150","150","150","150","150","150","150","150","150","150","4546","2909","1636","727","182"
"4100104","130","phyattack_value","150","magicattack_value","170","medical_value","574","574","574","574","574","574","574","574","574","574","4546","2909","1636","727","182","129","129","129","129","129","129","129","129","129","129","4546","2909","1636","727","182","150","150","150","150","150","150","150","150","150","150","4546","2909","1636","727","182"
"4100105","130","phyattack_value","150","magicattack_value","170","medical_value","574","574","574","574","574","574","574","574","574","574","4546","2909","1636","727","182","129","129","129","129","129","129","129","129","129","129","4546","2909","1636","727","182","150","150","150","150","150","150","150","150","150","150","4546","2909","1636","727","182"
"4100106","130","phyattack_value","150","magicattack_value","170","medical_value","574","574","574","574","574","574","574","574","574","574","4546","2909","1636","727","182","129","129","129","129","129","129","129","129","129","129","4546","2909","1636","727","182","150","150","150","150","150","150","150","150","150","150","4546","2909","1636","727","182"
