"装备ID","装备分类","等级","制造图纸ID","制造图纸数量","千年寒铁ID","千年寒铁数量","材料铁1","材料铁数量1","材料铁2","材料铁数量2","材料铁3","材料铁数量3","材料铁4","材料铁数量4","材料铁5","材料铁数量5","材料铁6","材料铁数量6","材料铁7","材料铁数量7","材料铁8","材料铁数量8","材料铁9","材料铁数量9","材料铁10","材料铁数量10","材料铁11","材料铁数量11","材料铁12","材料铁数量12","材料铁13","材料铁数量13","材料铁14","材料铁数量14","材料铁15","材料铁数量15","制造符ID","制造符数量","制造符1","制造符数量1","制造符2","制造符数量2","制造符3","制造符数量3","制造符4","制造符数量4","制造符5","制造符数量5","制造符6","制造符数量6","制造符7","制造符数量7","制造符8","制造符数量8","制造符9","制造符数量9","制造符10","制造符数量10","制造符11","制造符数量11","制造符12","制造符数量12","制造符13","制造符数量13","制造符14","制造符数量14","制造符15","制造符数量15","强化材料ID","强化材料数量","打造金钱消耗","打造消耗金钱类型","强化打造产出装备ID","普通打造装备ID1","普通打造装备概率1","普通打造装备ID2","普通打造装备概率2","普通打造装备ID3","普通打造装备概率3","普通打造装备ID4","普通打造装备概率4","普通打造装备ID5","普通打造装备概率5","强化打造装备ID1","强化打造装备概率1","强化打造装备ID2","强化打造装备概率2","强化打造装备ID3","强化打造装备概率3","强化打造装备ID4","强化打造装备概率4","强化打造装备ID5","强化打造装备概率5"
"5120105","1288","120","351204","1","341112","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","331112","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","40008","75","205000","1","6120105","5120105","5500","6120105","4000","7120105","500","","",,,"5120105","0","6120105","7500","7120105","2500",,"",,
"5120106","1288","120","351205","1","341112","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","331112","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","40008","75","205000","1","6120106","5120106","5500","6120106","4000","7120106","500","","",,,"5120106","0","6120106","7500","7120106","2500",,"",,
"5120207","312","120","351211","1","341112","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","331142","1","331142","1","331143","1","331144","1","331145","1","","","","","","","","","","","","","","","","","","","","","","","40010","75","205000","1","6120207","5120207","5500","6120207","4000","7120207","500","","",,,"5120207","0","6120207","7500","7120207","2500",,"",,
"5120208","312","120","351212","1","341112","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","331142","1","331142","1","331143","1","331144","1","331145","1","","","","","","","","","","","","","","","","","","","","","","","40010","75","205000","1","6120208","5120208","5500","6120208","4000","7120208","500","","",,,"5120208","0","6120208","7500","7120208","2500",,"",,
"5120309","280","120","351209","1","341112","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","331142","1","331142","1","331143","1","331144","1","331145","1","","","","","","","","","","","","","","","","","","","","","","","40009","75","205000","1","6120309","5120309","5500","6120309","4000","7120309","500","","",,,"5120309","0","6120309","7500","7120309","2500",,"",,
"5120310","280","120","351210","1","341112","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","331142","1","331142","1","331143","1","331144","1","331145","1","","","","","","","","","","","","","","","","","","","","","","","40009","75","205000","1","6120310","5120310","5500","6120310","4000","7120310","500","","",,,"5120310","0","6120310","7500","7120310","2500",,"",,
"5120411","40","120","351208","1","341112","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","331172","1","331172","1","331173","1","331174","1","331175","1","","","","","","","","","","","","","","","","","","","","","","","40011","75","205000","1","6120411","5120411","5500","6120411","4000","7120411","500","","",,,"5120411","0","6120411","7500","7120411","2500",,"",,
"5120512","72","120","351206","1","341112","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","331172","1","331172","1","331173","1","331174","1","331175","1","","","","","","","","","","","","","","","","","","","","","","","40011","75","205000","1","6120512","5120512","5500","6120512","4000","7120512","500","","",,,"5120512","0","6120512","7500","7120512","2500",,"",,
"5120613","88","120","351207","1","341112","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","331172","1","331172","1","331173","1","331174","1","331175","1","","","","","","","","","","","","","","","","","","","","","","","40011","75","205000","1","6120613","5120613","5500","6120613","4000","7120613","500","","",,,"5120613","0","6120613","7500","7120613","2500",,"",,
"5130101","1288","130","351300","1","341113","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","331113","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","237500","1","6130101","5130101","5500","6130101","4000","7130101","500","","",,,"5130101","0","6130101","7500","7130101","2500",,"",,
"5130102","1288","130","351301","1","341113","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","331113","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","237500","1","6130102","5130102","5500","6130102","4000","7130102","500","","",,,"5130102","0","6130102","7500","7130102","2500",,"",,
"5130103","1288","130","351302","1","341113","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","331113","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","237500","1","6130103","5130103","5500","6130103","4000","7130103","500","","",,,"5130103","0","6130103","7500","7130103","2500",,"",,
"5130104","1288","130","351303","1","341113","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","331113","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","237500","1","6130104","5130104","5500","6130104","4000","7130104","500","","",,,"5130104","0","6130104","7500","7130104","2500",,"",,
"5130105","1288","130","351304","1","341113","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","331113","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","237500","1","6130105","5130105","5500","6130105","4000","7130105","500","","",,,"5130105","0","6130105","7500","7130105","2500",,"",,
"5130106","1288","130","351305","1","341113","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","331113","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","40008","100","237500","1","6130106","5130106","5500","6130106","4000","7130106","500","","",,,"5130106","0","6130106","7500","7130106","2500",,"",,
"5130207","312","130","351311","1","341113","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","331143","1","331143","1","331144","1","331145","1","","","","","","","","","","","","","","","","","","","","","","","","","40010","100","237500","1","6130207","5130207","5500","6130207","4000","7130207","500","","",,,"5130207","0","6130207","7500","7130207","2500",,"",,
"5130208","312","130","351312","1","341113","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","331143","1","331143","1","331144","1","331145","1","","","","","","","","","","","","","","","","","","","","","","","","","40010","100","237500","1","6130208","5130208","5500","6130208","4000","7130208","500","","",,,"5130208","0","6130208","7500","7130208","2500",,"",,
"5130309","280","130","351309","1","341113","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","331143","1","331143","1","331144","1","331145","1","","","","","","","","","","","","","","","","","","","","","","","","","40009","100","237500","1","6130309","5130309","5500","6130309","4000","7130309","500","","",,,"5130309","0","6130309","7500","7130309","2500",,"",,
"5130310","280","130","351310","1","341113","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","331143","1","331143","1","331144","1","331145","1","","","","","","","","","","","","","","","","","","","","","","","","","40009","100","237500","1","6130310","5130310","5500","6130310","4000","7130310","500","","",,,"5130310","0","6130310","7500","7130310","2500",,"",,
"5130411","40","130","351308","1","341113","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","331173","1","331173","1","331174","1","331175","1","","","","","","","","","","","","","","","","","","","","","","","","","40011","100","237500","1","6130411","5130411","5500","6130411","4000","7130411","500","","",,,"5130411","0","6130411","7500","7130411","2500",,"",,
"5130512","72","130","351306","1","341113","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","331173","1","331173","1","331174","1","331175","1","","","","","","","","","","","","","","","","","","","","","","","","","40011","100","237500","1","6130512","5130512","5500","6130512","4000","7130512","500","","",,,"5130512","0","6130512","7500","7130512","2500",,"",,
"5130613","88","130","351307","1","341113","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","331173","1","331173","1","331174","1","331175","1","","","","","","","","","","","","","","","","","","","","","","","","","40011","100","237500","1","6130613","5130613","5500","6130613","4000","7130613","500","","",,,"5130613","0","6130613","7500","7130613","2500",,"",,
"5140101","1288","140","351400","1","341114","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","331114","1","331114","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","125","272500","1","6140101","5140101","5500","6140101","4000","7140101","500","","",,,"5140101","0","6140101","7500","7140101","2500",,"",,
"5140102","1288","140","351401","1","341114","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","331114","1","331114","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","125","272500","1","6140102","5140102","5500","6140102","4000","7140102","500","","",,,"5140102","0","6140102","7500","7140102","2500",,"",,
"5140103","1288","140","351402","1","341114","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","331114","1","331114","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","125","272500","1","6140103","5140103","5500","6140103","4000","7140103","500","","",,,"5140103","0","6140103","7500","7140103","2500",,"",,
"5140104","1288","140","351403","1","341114","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","331114","1","331114","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","125","272500","1","6140104","5140104","5500","6140104","4000","7140104","500","","",,,"5140104","0","6140104","7500","7140104","2500",,"",,
"5140105","1288","140","351404","1","341114","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","331114","1","331114","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","125","272500","1","6140105","5140105","5500","6140105","4000","7140105","500","","",,,"5140105","0","6140105","7500","7140105","2500",,"",,
"5140106","1288","140","351405","1","341114","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","331114","1","331114","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","125","272500","1","6140106","5140106","5500","6140106","4000","7140106","500","","",,,"5140106","0","6140106","7500","7140106","2500",,"",,
"5140207","312","140","351411","1","341114","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","331144","1","331144","1","331145","1","","","","","","","","","","","","","","","","","","","","","","","","","","","40010","125","272500","1","6140207","5140207","5500","6140207","4000","7140207","500","","",,,"5140207","0","6140207","7500","7140207","2500",,"",,
"5140208","312","140","351412","1","341114","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","331144","1","331144","1","331145","1","","","","","","","","","","","","","","","","","","","","","","","","","","","40010","125","272500","1","6140208","5140208","5500","6140208","4000","7140208","500","","",,,"5140208","0","6140208","7500","7140208","2500",,"",,
"5140309","280","140","351409","1","341114","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","331144","1","331144","1","331145","1","","","","","","","","","","","","","","","","","","","","","","","","","","","40009","125","272500","1","6140309","5140309","5500","6140309","4000","7140309","500","","",,,"5140309","0","6140309","7500","7140309","2500",,"",,
"5140310","280","140","351410","1","341114","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","331144","1","331144","1","331145","1","","","","","","","","","","","","","","","","","","","","","","","","","","","40009","125","272500","1","6140310","5140310","5500","6140310","4000","7140310","500","","",,,"5140310","0","6140310","7500","7140310","2500",,"",,
"5140411","40","140","351408","1","341114","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","331174","1","331174","1","331175","1","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","125","272500","1","6140411","5140411","5500","6140411","4000","7140411","500","","",,,"5140411","0","6140411","7500","7140411","2500",,"",,
"5140512","72","140","351406","1","341114","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","331174","1","331174","1","331175","1","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","125","272500","1","6140512","5140512","5500","6140512","4000","7140512","500","","",,,"5140512","0","6140512","7500","7140512","2500",,"",,
"5140613","88","140","351407","1","341114","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","331174","1","331174","1","331175","1","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","125","272500","1","6140613","5140613","5500","6140613","4000","7140613","500","","",,,"5140613","0","6140613","7500","7140613","2500",,"",,
"5150101","1288","150","351500","1","341115","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331115","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","150","310000","1","6150101","5150101","5500","6150101","4000","7150101","500","","",,,"5150101","0","6150101","7500","7150101","2500",,"",,
"5150102","1288","150","351501","1","341115","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331115","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","150","310000","1","6150102","5150102","5500","6150102","4000","7150102","500","","",,,"5150102","0","6150102","7500","7150102","2500",,"",,
"5150103","1288","150","351502","1","341115","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331115","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","150","310000","1","6150103","5150103","5500","6150103","4000","7150103","500","","",,,"5150103","0","6150103","7500","7150103","2500",,"",,
"5150104","1288","150","351503","1","341115","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331115","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","150","310000","1","6150104","5150104","5500","6150104","4000","7150104","500","","",,,"5150104","0","6150104","7500","7150104","2500",,"",,
"5150105","1288","150","351504","1","341115","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331115","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","150","310000","1","6150105","5150105","5500","6150105","4000","7150105","500","","",,,"5150105","0","6150105","7500","7150105","2500",,"",,
"5150106","1288","150","351505","1","341115","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331115","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","150","310000","1","6150106","5150106","5500","6150106","4000","7150106","500","","",,,"5150106","0","6150106","7500","7150106","2500",,"",,
"5150207","312","150","351511","1","341115","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331145","1","331145","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40010","150","310000","1","6150207","5150207","5500","6150207","4000","7150207","500","","",,,"5150207","0","6150207","7500","7150207","2500",,"",,
"5150208","312","150","351512","1","341115","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331145","1","331145","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40010","150","310000","1","6150208","5150208","5500","6150208","4000","7150208","500","","",,,"5150208","0","6150208","7500","7150208","2500",,"",,
"5150309","280","150","351509","1","341115","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331145","1","331145","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40009","150","310000","1","6150309","5150309","5500","6150309","4000","7150309","500","","",,,"5150309","0","6150309","7500","7150309","2500",,"",,
"5150310","280","150","351510","1","341115","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331145","1","331145","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40009","150","310000","1","6150310","5150310","5500","6150310","4000","7150310","500","","",,,"5150310","0","6150310","7500","7150310","2500",,"",,
"5150411","40","150","351508","1","341115","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331175","1","331175","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","150","310000","1","6150411","5150411","5500","6150411","4000","7150411","500","","",,,"5150411","0","6150411","7500","7150411","2500",,"",,
"5150512","72","150","351506","1","341115","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331175","1","331175","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","150","310000","1","6150512","5150512","5500","6150512","4000","7150512","500","","",,,"5150512","0","6150512","7500","7150512","2500",,"",,
"5150613","88","150","351507","1","341115","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331175","1","331175","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","150","310000","1","6150613","5150613","5500","6150613","4000","7150613","500","","",,,"5150613","0","6150613","7500","7150613","2500",,"",,
,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
