"编号","名称","称谓","造型id","随机造型id","显示血量","显示等级","战斗单位类型","怪物类型","特殊类型","职业","类型","大小比例","area1colour","area2colour","对应宠物","颜色几率id","是否绑定","等级模式","NPC等级","怪物匹配最小等级","怪物匹配最大等级","能否捕捉","能否捕捉2","捕捉几率","逃跑几率","免疫状态id","反击几率","反击伤害系数","初始属性点","初始属性分配类型","每级新增属性点","每级体质加点","每级智力加点","每级力量加点","每级耐力加点","每级敏捷加点","怪物体资","怪物法资","怪物攻资","怪物防资","怪物速资","怪物躲资","怪物成长率","治疗强度成长","控制命中成长","控制抗性成长","暗雷加点1","暗雷加点2","暗雷加点3","暗雷加点4","技能1编号","技能2编号","技能3编号","技能4编号","技能5编号","技能6编号","技能1出现几率","技能2出现几率","技能3出现几率","技能4出现几率","技能5出现几率","技能6出现几率","技能1施放几率","技能2施放几率","技能3施放几率","技能4施放几率","技能5施放几率","技能6施放几率","AI编号","金属性吸收","木属性吸收","水属性吸收","火属性吸收","土属性吸收","加强封印","封印抗性","外功暴击等级","外功暴击程度","外功暴击抗性","内功暴击等级","内功暴击抗性","内功暴击程度","反击等级","反击程度","单场反击次数","反击抗性","外功反震等级","外功反震程度","外功反震抗性","连击率","连击次数","追击率","追击次数","修炼等级基准","物攻修炼等级","物防修炼等级","法攻修炼等级","法防修炼等级","强封修炼等级","封抗修炼等级","技能1系数","技能2系数","技能3系数","技能4系数","技能5系数","技能6系数","技能1常数","技能2常数","技能3常数","技能4常数","技能5常数","技能6常数"
"22033","半人马",,,,"1","0","4","1","","","2","1","0","0","500133","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3390","3870","1250","1430","0","1850","1156","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206058","206057","206067","206001","","","1000","333","333","333","","","0","0","0","0","","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22034","半人马",,,,"1","0","4","1","","","2","1","0","0","500134","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3390","3870","1250","1430","0","1800","1156","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206058","206057","206067","206001","","","1000","333","333","333","","","0","0","0","0","","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22035","鞭笞者",,,,"1","0","4","1","","","2","1","0","0","500135","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","2820","3230","1250","1430","0","1850","1156","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206050","206039","206001","206019","","","1000","333","333","333","","","0","0","0","0","","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22036","摧毁者",,,,"1","0","4","1","","","2","1","0","0","500136","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3510","4010","1300","1480","0","1850","1186","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206058","206039","206037","206023","","","1000","333","333","333","","","0","0","0","0","0","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22037","摧毁者",,,,"1","0","4","1","","","2","1","0","0","500137","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3510","4010","1300","1480","0","1850","1186","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206058","206039","206037","206023","","","1000","333","333","333","","","0","0","0","0","0","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22038","摧毁者",,,,"1","0","4","1","","","2","1","0","0","500138","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3510","4010","1300","1480","0","1850","1186","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206058","206039","206037","206023","","","1000","333","333","333","","","0","0","0","0","0","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22039","虚空恐魔",,,,"1","0","4","1","","","2","1","0","0","500139","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","2340","2670","1950","2230","0","1850","1186","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206059","207005","206043","206060","","","1000","333","333","333","","","0","500","0","0","","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22040","虚空恐魔",,,,"1","0","4","1","","","2","1","0","0","500140","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","2340","2670","1950","2230","0","1850","1186","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206059","207005","206043","206060","","","1000","333","333","333","","","0","500","0","0","","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22041","食人魔",,,,"1","0","4","1","","","2","1","0","0","500141","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3510","4010","1620","1860","0","1850","1186","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206066","206072","206003","206028","206033","","1000","1000","333","333","333","","0","0","0","0","","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22042","绿飞龙",,,,"1","0","4","1","","","2","1","0","0","500142","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3630","4150","2020","2300","0","1850","1216","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206056","207008","206043","206045","","","1000","333","333","333","","","0","0","0","0","","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22043","绿飞龙",,,,"1","0","4","1","","","2","1","0","0","500143","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3630","4150","2020","2300","0","1850","1216","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206056","207008","206043","206045","","","1000","333","333","333","","","0","0","0","0","","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22044","绿飞龙",,,,"1","0","4","1","","","2","1","0","0","500144","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3630","4150","2020","2300","0","1850","1216","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206056","207008","206043","206045","","","1000","333","333","333","","","0","0","0","0","","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22045","预言者",,,,"1","0","4","1","","","2","1","0","0","500145","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","2420","2760","1340","1540","0","1850","1216","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206001","206056","206065","206005","","","1000","333","333","333","","","0","500","0","0","","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22046","预言者",,,,"1","0","4","1","","","2","1","0","0","500146","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","2420","2760","1340","1540","0","1850","1216","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206001","206056","206065","206005","","","1000","333","333","333","","","0","500","0","0","","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22047","骨飞龙",,,,"1","0","4","1","","","2","1","0","0","500147","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3020","3460","1340","1540","0","1850","1216","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206060","206050","206058","206059","","","1000","333","333","333","","","0","0","0","0","","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22048","炎魔使者",,,,"1","0","4","1","","","2","1","0","0","500148","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3750","4290","2080","2380","0","1850","1246","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206070","207005","206051","206060","","","1000","333","333","333","","","0","0","500","0","0","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22049","炎魔使者",,,,"1","0","4","1","","","2","1","0","0","500149","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3750","4290","2080","2380","0","1250","1246","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206070","207005","206051","206060","","","1000","333","333","333","","","0","0","500","0","0","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22050","炎魔使者",,,,"1","0","4","1","","","2","1","0","0","500150","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3750","4290","2080","2380","0","1250","1246","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206070","207005","206051","206060","","","1000","333","333","333","","","0","0","500","0","0","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22051","黑铁矮人",,,,"1","0","4","1","","","2","1","0","0","500151","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3750","4290","1740","1980","0","1200","1246","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206050","206058","206057","206067","","","1000","333","333","333","","","0","0","0","0","","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22052","黑铁矮人",,,,"1","0","4","1","","","2","1","0","0","500152","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3750","4290","1740","1980","0","1300","1246","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206050","206058","206057","206067","","","1000","333","333","333","","","0","0","0","0","","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22053","铁炉牧师",,,,"1","0","4","1","","","2","1","0","0","500153","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","2500","2860","2080","2380","0","1350","1246","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206043","207006","206046","206045","","","1000","333","333","333","","","0","500","0","0","","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22054","死亡骑士",,,,"1","0","4","1","","","2","1","0","0","500154","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","2580","2950","1430","1640","0","1300","1276","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206072","206052","206058","206038","206051","","1000","333","333","333","333","","0","0","0","0","","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22055","死亡骑士",,,,"1","0","4","1","","","2","1","0","0","500155","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","2580","2950","1430","1640","0","1400","1276","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206072","206052","206058","206038","206051","","1000","333","333","333","333","","0","0","0","0","","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22056","死亡骑士",,,,"1","0","4","1","","","2","1","0","0","500156","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","2580","2950","1430","1640","0","1400","1276","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206072","206052","206058","206038","206051","","1000","333","333","333","333","","0","0","0","0","","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22057","食尸鬼",,,,"1","0","4","1","","","2","1","0","0","500157","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3870","4420","1430","1640","0","1450","1276","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206040","206066","206069","206039","206049","","1000","333","333","333","333","","0","0","0","0","","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22058","食尸鬼",,,,"1","0","4","1","","","2","1","0","0","500158","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3870","4420","1430","1640","0","1350","1276","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206040","206066","206069","206039","206049","","1000","333","333","333","333","","0","0","0","0","","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22059","女妖",,,,"1","0","4","1","","","2","1","0","0","500159","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","3870","4420","2150","2460","0","1250","1276","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","207006","206065","206064","206063","206062","","1000","333","333","333","333","","500","0","0","0","0","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22060","小软精英",,,,"1","0","4","2","","","2","1","0","0","500160","1","0","5","10","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","2660","3040","990","1130","0","1450","976","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206003","206023","","","","","333","333","","","","","0","0","0","","","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22061","小软精英",,,,"1","0","4","2","","","2","1","0","0","500161","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","2660","3040","990","1130","0","1250","976","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206003","206023","","","","","333","333","","","","","0","0","0","","","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22062","小软精英",,,,"1","0","4","2","","","2","1","0","0","500162","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","2660","3040","990","1130","0","1250","976","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206003","206023","","","","","333","333","","","","","0","0","0","","","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22063","迅猛龙精英",,,,"1","0","4","2","","","2","1","0","0","500163","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","2290","2620","1020","1160","0","1450","976","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206002","206003","206023","","","","333","333","333","","","","0","0","0","","","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22064","迅猛龙精英",,,,"1","0","4","2","","","2","1","0","0","500164","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","2290","2620","1020","1160","0","1200","976","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206002","206003","206023","","","","333","333","333","","","","0","0","0","","","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22065","羽蛇精英",,,,"1","0","4","2","","","2","1","0","0","500165","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","1900","2170","1050","1200","0","1350","1006","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206001","206035","206023","206033","","","333","333","333","333","","","0","0","0","","","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22066","食人工头精英",,,,"1","0","4","2","","","2","1","0","0","500166","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","2930","3350","1090","1240","0","1500","1036","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206002","206042","206015","206026","","","1000","333","333","333","","","0","0","0","0","","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
"22067","食人工头精英",,,,"1","0","4","2","","","2","1","0","0","500167","1","0","5","0","0","150","1","true","333","0","-1","0","0","50","1","5","1","1","1","1","1","2930","3350","1090","1240","0","1400","1036","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206002","206042","206015","206026","","","1000","333","333","333","","","0","0","0","0","","","","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0"
