"id","职业","策划备注","等级","装备","技能\等级","修炼等级","公会技能","宝石等级"
"90506","战士男女","130级战士男女标准+1","130","6130101;6130102;6130207;6130208;6130310;6130310;6130411;6130512;6130613","110000@130;110001@130;110002@130;110003@130;110004@130;110005@130;110006@130;110007@130;110008@130;110009@130;110010@130;110011@130",,"320103@140;320104@140",
"90507","战士男女","130级战士男女标准+2","130","7130101;7130102;7130207;7130208;7130310;7130310;7130411;7130512;7130613","110000@130;110001@130;110002@130;110003@130;110004@130;110005@130;110006@130;110007@130;110008@130;110009@130;110010@130;110011@130",,"320103@140;320104@140",
"90508","战士男女","130级战士男女标准+3","130","8130101;8130102;8130207;8130208;8130310;8130310;8130411;8130512;8130613","110000@130;110001@130;110002@130;110003@130;110004@130;110005@130;110006@130;110007@130;110008@130;110009@130;110010@130;110011@130",,"320103@140;320104@140",
"90509","猎人男女","130级猎人男女标准","130","5130103;5130104;5130207;5130208;5130310;5130310;5130411;5130512;5130613","130000@130;130001@130;130002@130;130003@130;130004@130;130005@130;130006@130;130007@130;130008@130;130009@130;130010@130;130011@130",,"320103@140;320104@140",
"90510","猎人男女","130级猎人男女标准+1","130","6130103;6130104;6130207;6130208;6130310;6130310;6130411;6130512;6130613","130000@130;130001@130;130002@130;130003@130;130004@130;130005@130;130006@130;130007@130;130008@130;130009@130;130010@130;130011@130",,"320103@140;320104@140",
"90511","猎人男女","130级猎人男女标准+2","130","7130103;7130104;7130207;7130208;7130310;7130310;7130411;7130512;7130613","130000@130;130001@130;130002@130;130003@130;130004@130;130005@130;130006@130;130007@130;130008@130;130009@130;130010@130;130011@130",,"320103@140;320104@140",
"90512","猎人男女","130级猎人男女标准+3","130","8130103;8130104;8130207;8130208;8130310;8130310;8130411;8130512;8130613","130000@130;130001@130;130002@130;130003@130;130004@130;130005@130;130006@130;130007@130;130008@130;130009@130;130010@130;130011@130",,"320103@140;320104@140",
"90513","圣骑女","130级圣骑女标准","130","5130102;5130207;5130208;5130309;5130310;5130411;5130512;5130513","120000@130;120001@130;120002@130;120003@130;120004@130;120005@130;120006@130;120007@130;120008@130;120009@130;120010@130",,"320103@140;320104@140",
"90514","圣骑女","130级圣骑女标准+1","130","6130102;6130207;6130208;6130309;6130310;6130411;6130512;6130613","120000@130;120001@130;120002@130;120003@130;120004@130;120005@130;120006@130;120007@130;120008@130;120009@130;120010@130",,"320103@140;320104@140",
"90515","圣骑女","130级圣骑女标准+2","130","7130102;7130207;7130208;7130309;7130310;7130411;7130512;7130613","120000@130;120001@130;120002@130;120003@130;120004@130;120005@130;120006@130;120007@130;120008@130;120009@130;120010@130",,"320103@140;320104@140",
"90516","圣骑男女","130级圣骑女标准+3","130","8130102;8130207;8130208;8130309;8130310;8130411;8130512;8130613","120000@130;120001@130;120002@130;120003@130;120004@130;120005@130;120006@130;120007@130;120008@130;120009@130;120010@130",,"320103@140;320104@140",
"90517","小德男女","130级小德男女标准","130","5130103;5130104;5130207;5130208;5130310;5130310;5130411;5130512;5130613","140000@130;140001@130;140002@130;140003@130;140004@130;140005@130;140006@130;140007@130;140008@130;140009@130;140010@130",,"320103@140;320104@140",
"90518","小德男女","130级小德男女标准+1","130","6130103;6130104;6130207;6130208;6130310;6130310;6130411;6130512;6130613","140000@130;140001@130;140002@130;140003@130;140004@130;140005@130;140006@130;140007@130;140008@130;140009@130;140010@130",,"320103@140;320104@140",
"90519","小德男女","130级小德男女标准+2","130","7130103;7130104;7130207;7130208;7130310;7130310;7130411;7130512;7130613","140000@130;140001@130;140002@130;140003@130;140004@130;140005@130;140006@130;140007@130;140008@130;140009@130;140010@130",,"320103@140;320104@140",
"90520","小德男女","130级小德男女标准+3","130","8130103;8130104;8130207;8130208;8130310;8130310;8130411;8130512;8130613","140000@130;140001@130;140002@130;140003@130;140004@130;140005@130;140006@130;140007@130;140008@130;140009@130;140010@130",,"320103@140;320104@140",
"90521","法师男女","130级法师男女标准","130","5130105;5130106;5130207;5130208;5130310;5130310;5130411;5130512;5130613","150000@130;150001@130;150002@130;150003@130;150004@130;150005@130;150006@130;150007@130;150008@130;150009@130;150010@130",,"320103@140;320104@140",
"90522","法师男女","130级法师男女标准+1","130","6130105;6130106;6130207;6130208;6130310;6130310;6130411;6130512;6130613","150000@130;150001@130;150002@130;150003@130;150004@130;150005@130;150006@130;150007@130;150008@130;150009@130;150010@130",,"320103@140;320104@140",
"90523","法师男女","130级法师男女标准+2","130","7130105;7130106;7130207;7130208;7130310;7130310;7130411;7130512;7130613","150000@130;150001@130;150002@130;150003@130;150004@130;150005@130;150006@130;150007@130;150008@130;150009@130;150010@130",,"320103@140;320104@140",
"90524","法师男女","130级法师男女标准+3","130","8130105;8130106;8130207;8130208;8130310;8130310;8130411;8130512;8130613","150000@130;150001@130;150002@130;150003@130;150004@130;150005@130;150006@130;150007@130;150008@130;150009@130;150010@130",,"320103@140;320104@140",
"90525","牧师男女","130级牧师男女标准","130","5130105;5130106;5130207;5130208;5130310;5130310;5130411;5130512;5130613","160000@130;160001@130;160002@130;160003@130;160004@130;160005@130;160006@130;160007@130;160008@130;160009@130;160010@130",,"320103@140;320104@140",
"90526","牧师男女","130级牧师男女标准+1","130","6130105;6130106;6130207;6130208;6130310;6130310;6130411;6130512;6130613","160000@130;160001@130;160002@130;160003@130;160004@130;160005@130;160006@130;160007@130;160008@130;160009@130;160010@130",,"320103@140;320104@140",
"90527","牧师男女","130级牧师男女标准+2","130","7130105;7130106;7130207;7130208;7130310;7130310;7130411;7130512;7130613","160000@130;160001@130;160002@130;160003@130;160004@130;160005@130;160006@130;160007@130;160008@130;160009@130;160010@130",,"320103@140;320104@140",
"90528","牧师男女","130级牧师男女标准+3","130","8130105;8130106;8130207;8130208;8130310;8130310;8130411;8130512;8130613","160000@130;160001@130;160002@130;160003@130;160004@130;160005@130;160006@130;160007@130;160008@130;160009@130;160010@130",,"320103@140;320104@140",
"90529","萨满男","130级萨满男标准","130","5130101;5130207;5130208;5130309;5130310;5130411;5130512;5130613","161000@130;161001@130;161002@130;161003@130;161004@130;161005@130;161006@130;161007@130;161008@130;161009@130;161010@130",,"320103@140;320104@140",
"90530","萨满男","130级萨满男标准+1","130","6130101;6130207;6130208;6130309;6130310;6130411;6130512;6130613","161000@130;161001@130;161002@130;161003@130;161004@130;161005@130;161006@130;161007@130;161008@130;161009@130;161010@130",,"320103@140;320104@140",
"90531","萨满男","130级萨满男标准+2","130","7130101;7130207;7130208;7130309;7130310;7130411;7130512;7130613","161000@130;161001@130;161002@130;161003@130;161004@130;161005@130;161006@130;161007@130;161008@130;161009@130;161010@130",,"320103@140;320104@140",
"90532","萨满男","130级萨满男标准+3","130","8130101;8130207;8130208;8130309;8130310;8130411;8130512;8130613","161000@130;161001@130;161002@130;161003@130;161004@130;161005@130;161006@130;161007@130;161008@130;161009@130;161010@130",,"320103@140;320104@140",
"90533","盗贼男女","130级盗贼男女标准","130","5130103;5130104;5130207;5130208;5130310;5130310;5130411;5130512;5130613","162000@130;162001@130;162002@130;162003@130;162004@130;162005@130;162006@130;162007@130;162008@130;162009@130;162010@130",,"320103@140;320104@140",
"90534","盗贼男女","130级盗贼男女标准+1","130","6130103;6130104;6130207;6130208;6130310;6130310;6130411;6130512;6130613","162000@130;162001@130;162002@130;162003@130;162004@130;162005@130;162006@130;162007@130;162008@130;162009@130;162010@130",,"320103@140;320104@140",
"90535","盗贼男女","130级盗贼男女标准+2","130","7130103;7130104;7130207;7130208;7130310;7130310;7130411;7130512;7130613","162000@130;162001@130;162002@130;162003@130;162004@130;162005@130;162006@130;162007@130;162008@130;162009@130;162010@130",,"320103@140;320104@140",
"90536","盗贼男女","130级盗贼男女标准+3","130","8130103;8130104;8130207;8130208;8130310;8130310;8130411;8130512;8130613","162000@130;162001@130;162002@130;162003@130;162004@130;162005@130;162006@130;162007@130;162008@130;162009@130;162010@130",,"320103@140;320104@140",
"90537","术士男女","130级术士男女标准","130","5130105;5130106;5130207;5130208;5130310;5130310;5130411;5130512;5130613","163000@130;163001@130;163002@130;163003@130;163004@130;163005@130;163006@130;163007@130;163008@130;163009@130;163010@130",,"320103@140;320104@140",
"90538","术士男女","130级术士男女标准+1","130","6130105;6130106;6130207;6130208;6130310;6130310;6130411;6130512;6130613","163000@130;163001@130;163002@130;163003@130;163004@130;163005@130;163006@130;163007@130;163008@130;163009@130;163010@130",,"320103@140;320104@140",
"90539","术士男女","130级术士男女标准+2","130","7130105;7130106;7130207;7130208;7130310;7130310;7130411;7130512;7130613","163000@130;163001@130;163002@130;163003@130;163004@130;163005@130;163006@130;163007@130;163008@130;163009@130;163010@130",,"320103@140;320104@140",
"90540","术士男女","130级术士男女标准+3","130","8120105;8130106;8130207;8130208;8130310;8130310;8130411;8130512;8130613","163000@130;163001@130;163002@130;163003@130;163004@130;163005@130;163006@130;163007@130;163008@130;163009@130;163010@130",,"320103@140;320104@140",
"90541","战士男女","140级战士男女标准","140","5140101;5140102;5140207;5140208;5140310;5140310;5140411;5140512;5140613","110000@140;110001@140;110002@140;110003@140;110004@140;110005@140;110006@140;110007@140;110008@140;110009@140;110010@140;110011@140",,"320103@150;320104@150",
"90542","战士男女","140级战士男女标准+1","140","6140101;6140102;6140207;6140208;6140310;6140310;6140411;6140512;6140613","110000@140;110001@140;110002@140;110003@140;110004@140;110005@140;110006@140;110007@140;110008@140;110009@140;110010@140;110011@140",,"320103@150;320104@150",
"90543","战士男女","140级战士男女标准+2","140","7140101;7140102;7140207;7140208;7140310;7140310;7140411;7140512;7140613","110000@140;110001@140;110002@140;110003@140;110004@140;110005@140;110006@140;110007@140;110008@140;110009@140;110010@140;110011@140",,"320103@150;320104@150",
"90544","战士男女","140级战士男女标准+3","140","8140101;8140102;8140207;8140208;8140310;8140310;8140411;8140512;8140613","110000@140;110001@140;110002@140;110003@140;110004@140;110005@140;110006@140;110007@140;110008@140;110009@140;110010@140;110011@140",,"320103@150;320104@150",
"90545","猎人男女","140级猎人男女标准","140","5140103;5140104;5140207;5140208;5140310;5140310;5140411;5140512;5140613","130000@140;130001@140;130002@140;130003@140;130004@140;130005@140;130006@140;130007@140;130008@140;130009@140;130010@140;130011@140",,"320103@150;320104@150",
"90546","猎人男女","140级猎人男女标准+1","140","6140103;6140104;6140207;6140208;6140310;6140310;6140411;6140512;6140613","130000@140;130001@140;130002@140;130003@140;130004@140;130005@140;130006@140;130007@140;130008@140;130009@140;130010@140;130011@140",,"320103@150;320104@150",
"90547","猎人男女","140级猎人男女标准+2","140","7140103;7140104;7140207;7140208;7140310;7140310;7140411;7140512;7140613","130000@140;130001@140;130002@140;130003@140;130004@140;130005@140;130006@140;130007@140;130008@140;130009@140;130010@140;130011@140",,"320103@150;320104@150",
"90548","猎人男女","140级猎人男女标准+3","140","8140103;8140104;8140207;8140208;8140310;8140310;8140411;8140512;8140613","130000@140;130001@140;130002@140;130003@140;130004@140;130005@140;130006@140;130007@140;130008@140;130009@140;130010@140;130011@140",,"320103@150;320104@150",
"90549","圣骑女","140级圣骑女标准","140","5140102;5140207;5140208;5140309;5140310;5140411;5140512;5140513","120000@140;120001@140;120002@140;120003@140;120004@140;120005@140;120006@140;120007@140;120008@140;120009@140;120010@140",,"320103@150;320104@150",
"90550","圣骑女","140级圣骑女标准+1","140","6140102;6140207;6140208;6140309;6140310;6140411;6140512;6140613","120000@140;120001@140;120002@140;120003@140;120004@140;120005@140;120006@140;120007@140;120008@140;120009@140;120010@140",,"320103@150;320104@150",
"90551","圣骑女","140级圣骑女标准+2","140","7140102;7140207;7140208;7140309;7140310;7140411;7140512;7140613","120000@140;120001@140;120002@140;120003@140;120004@140;120005@140;120006@140;120007@140;120008@140;120009@140;120010@140",,"320103@150;320104@150",
"90552","圣骑男女","140级圣骑女标准+3","140","8140102;8140207;8140208;8140309;8140310;8140411;8140512;8140613","120000@140;120001@140;120002@140;120003@140;120004@140;120005@140;120006@140;120007@140;120008@140;120009@140;120010@140",,"320103@150;320104@150",
"90553","小德男女","140级小德男女标准","140","5140103;5140104;5140207;5140208;5140310;5140310;5140411;5140512;5140613","140000@140;140001@140;140002@140;140003@140;140004@140;140005@140;140006@140;140007@140;140008@140;140009@140;140010@140",,"320103@150;320104@150",
"90554","小德男女","140级小德男女标准+1","140","6140103;6140104;6140207;6140208;6140310;6140310;6140411;6140512;6140613","140000@140;140001@140;140002@140;140003@140;140004@140;140005@140;140006@140;140007@140;140008@140;140009@140;140010@140",,"320103@150;320104@150",
"90555","小德男女","140级小德男女标准+2","140","7140103;7140104;7140207;7140208;7140310;7140310;7140411;7140512;7140613","140000@140;140001@140;140002@140;140003@140;140004@140;140005@140;140006@140;140007@140;140008@140;140009@140;140010@140",,"320103@150;320104@150",
"90556","小德男女","140级小德男女标准+3","140","8140103;8140104;8140207;8140208;8140310;8140310;8140411;8140512;8140613","140000@140;140001@140;140002@140;140003@140;140004@140;140005@140;140006@140;140007@140;140008@140;140009@140;140010@140",,"320103@150;320104@150",
"90557","法师男女","140级法师男女标准","140","5140105;5140106;5140207;5140208;5140310;5140310;5140411;5140512;5140613","150000@140;150001@140;150002@140;150003@140;150004@140;150005@140;150006@140;150007@140;150008@140;150009@140;150010@140",,"320103@150;320104@150",
"90558","法师男女","140级法师男女标准+1","140","6140105;6140106;6140207;6140208;6140310;6140310;6140411;6140512;6140613","150000@140;150001@140;150002@140;150003@140;150004@140;150005@140;150006@140;150007@140;150008@140;150009@140;150010@140",,"320103@150;320104@150",
"90559","法师男女","140级法师男女标准+2","140","7140105;7140106;7140207;7140208;7140310;7140310;7140411;7140512;7140613","150000@140;150001@140;150002@140;150003@140;150004@140;150005@140;150006@140;150007@140;150008@140;150009@140;150010@140",,"320103@150;320104@150",
"90560","法师男女","140级法师男女标准+3","140","8140105;8140106;8140207;8140208;8140310;8140310;8140411;8140512;8140613","150000@140;150001@140;150002@140;150003@140;150004@140;150005@140;150006@140;150007@140;150008@140;150009@140;150010@140",,"320103@150;320104@150",
"90561","牧师男女","140级牧师男女标准","140","5140105;5140106;5140207;5140208;5140310;5140310;5140411;5140512;5140613","160000@140;160001@140;160002@140;160003@140;160004@140;160005@140;160006@140;160007@140;160008@140;160009@140;160010@140",,"320103@150;320104@150",
"90562","牧师男女","140级牧师男女标准+1","140","6140105;6140106;6140207;6140208;6140310;6140310;6140411;6140512;6140613","160000@140;160001@140;160002@140;160003@140;160004@140;160005@140;160006@140;160007@140;160008@140;160009@140;160010@140",,"320103@150;320104@150",
"90563","牧师男女","140级牧师男女标准+2","140","7140105;7140106;7140207;7140208;7140310;7140310;7140411;7140512;7140613","160000@140;160001@140;160002@140;160003@140;160004@140;160005@140;160006@140;160007@140;160008@140;160009@140;160010@140",,"320103@150;320104@150",
"90564","牧师男女","140级牧师男女标准+3","140","8140105;8140106;8140207;8140208;8140310;8140310;8140411;8140512;8140613","160000@140;160001@140;160002@140;160003@140;160004@140;160005@140;160006@140;160007@140;160008@140;160009@140;160010@140",,"320103@150;320104@150",
"90565","萨满男","140级萨满男标准","140","5140101;5140207;5140208;5140309;5140310;5140411;5140512;5140613","161000@140;161001@140;161002@140;161003@140;161004@140;161005@140;161006@140;161007@140;161008@140;161009@140;161010@140",,"320103@150;320104@150",
"90566","萨满男","140级萨满男标准+1","140","6140101;6140207;6140208;6140309;6140310;6140411;6140512;6140613","161000@140;161001@140;161002@140;161003@140;161004@140;161005@140;161006@140;161007@140;161008@140;161009@140;161010@140",,"320103@150;320104@150",
"90567","萨满男","140级萨满男标准+2","140","7140101;7140207;7140208;7140309;7140310;7140411;7140512;7140613","161000@140;161001@140;161002@140;161003@140;161004@140;161005@140;161006@140;161007@140;161008@140;161009@140;161010@140",,"320103@150;320104@150",
"90568","萨满男","140级萨满男标准+3","140","8140101;8140207;8140208;8140309;8140310;8140411;8140512;8140613","161000@140;161001@140;161002@140;161003@140;161004@140;161005@140;161006@140;161007@140;161008@140;161009@140;161010@140",,"320103@150;320104@150",
"90569","盗贼男女","140级盗贼男女标准","140","5140103;5140104;5140207;5140208;5140310;5140310;5140411;5140512;5140613","162000@140;162001@140;162002@140;162003@140;162004@140;162005@140;162006@140;162007@140;162008@140;162009@140;162010@140",,"320103@150;320104@150",
"90570","盗贼男女","140级盗贼男女标准+1","140","6140103;6140104;6140207;6140208;6140310;6140310;6140411;6140512;6140613","162000@140;162001@140;162002@140;162003@140;162004@140;162005@140;162006@140;162007@140;162008@140;162009@140;162010@140",,"320103@150;320104@150",
"90571","盗贼男女","140级盗贼男女标准+2","140","7140103;7140104;7140207;7140208;7140310;7140310;7140411;7140512;7140613","162000@140;162001@140;162002@140;162003@140;162004@140;162005@140;162006@140;162007@140;162008@140;162009@140;162010@140",,"320103@150;320104@150",
"90572","盗贼男女","140级盗贼男女标准+3","140","8140103;8140104;8140207;8140208;8140310;8140310;8140411;8140512;8140613","162000@140;162001@140;162002@140;162003@140;162004@140;162005@140;162006@140;162007@140;162008@140;162009@140;162010@140",,"320103@150;320104@150",
"90573","术士男女","140级术士男女标准","140","5140105;5140106;5140207;5140208;5140310;5140310;5140411;5140512;5140613","163000@140;163001@140;163002@140;163003@140;163004@140;163005@140;163006@140;163007@140;163008@140;163009@140;163010@140",,"320103@150;320104@150",
"90574","术士男女","140级术士男女标准+1","140","6140105;6140106;6140207;6140208;6140310;6140310;6140411;6140512;6140613","163000@140;163001@140;163002@140;163003@140;163004@140;163005@140;163006@140;163007@140;163008@140;163009@140;163010@140",,"320103@150;320104@150",
"90575","术士男女","140级术士男女标准+2","140","7140105;7140106;7140207;7140208;7140310;7140310;7140411;7140512;7140613","163000@140;163001@140;163002@140;163003@140;163004@140;163005@140;163006@140;163007@140;163008@140;163009@140;163010@140",,"320103@150;320104@150",
"90576","术士男女","140级术士男女标准+3","140","8120105;8140106;8140207;8140208;8140310;8140310;8140411;8140512;8140613","163000@140;163001@140;163002@140;163003@140;163004@140;163005@140;163006@140;163007@140;163008@140;163009@140;163010@140",,"320103@150;320104@150",
"90577","战士男女","150级战士男女标准","150","5150101;5150102;5150207;5150208;5150310;5150310;5150411;5150512;5150613","110000@150;110001@150;110002@150;110003@150;110004@150;110005@150;110006@150;110007@150;110008@150;110009@150;110010@150;110011@150",,"320103@160;320104@160",
"90578","战士男女","150级战士男女标准+1","150","6150101;6150102;6150207;6150208;6150310;6150310;6150411;6150512;6150613","110000@150;110001@150;110002@150;110003@150;110004@150;110005@150;110006@150;110007@150;110008@150;110009@150;110010@150;110011@150",,"320103@160;320104@160",
"90579","战士男女","150级战士男女标准+2","150","7150101;7150102;7150207;7150208;7150310;7150310;7150411;7150512;7150613","110000@150;110001@150;110002@150;110003@150;110004@150;110005@150;110006@150;110007@150;110008@150;110009@150;110010@150;110011@150",,"320103@160;320104@160",
"90580","战士男女","150级战士男女标准+3","150","8150101;8150102;8150207;8150208;8150310;8150310;8150411;8150512;8150613","110000@150;110001@150;110002@150;110003@150;110004@150;110005@150;110006@150;110007@150;110008@150;110009@150;110010@150;110011@150",,"320103@160;320104@160",
"90581","猎人男女","150级猎人男女标准","150","5150103;5150104;5150207;5150208;5150310;5150310;5150411;5150512;5150613","130000@150;130001@150;130002@150;130003@150;130004@150;130005@150;130006@150;130007@150;130008@150;130009@150;130010@150;130011@150",,"320103@160;320104@160",
"90582","猎人男女","150级猎人男女标准+1","150","6150103;6150104;6150207;6150208;6150310;6150310;6150411;6150512;6150613","130000@150;130001@150;130002@150;130003@150;130004@150;130005@150;130006@150;130007@150;130008@150;130009@150;130010@150;130011@150",,"320103@160;320104@160",
"90583","猎人男女","150级猎人男女标准+2","150","7150103;7150104;7150207;7150208;7150310;7150310;7150411;7150512;7150613","130000@150;130001@150;130002@150;130003@150;130004@150;130005@150;130006@150;130007@150;130008@150;130009@150;130010@150;130011@150",,"320103@160;320104@160",
"90584","猎人男女","150级猎人男女标准+3","150","8150103;8150104;8150207;8150208;8150310;8150310;8150411;8150512;8150613","130000@150;130001@150;130002@150;130003@150;130004@150;130005@150;130006@150;130007@150;130008@150;130009@150;130010@150;130011@150",,"320103@160;320104@160",
"90585","圣骑女","150级圣骑女标准","150","5150102;5150207;5150208;5150309;5150310;5150411;5150512;5150513","120000@150;120001@150;120002@150;120003@150;120004@150;120005@150;120006@150;120007@150;120008@150;120009@150;120010@150",,"320103@160;320104@160",
"90586","圣骑女","150级圣骑女标准+1","150","6150102;6150207;6150208;6150309;6150310;6150411;6150512;6150613","120000@150;120001@150;120002@150;120003@150;120004@150;120005@150;120006@150;120007@150;120008@150;120009@150;120010@150",,"320103@160;320104@160",
"90587","圣骑女","150级圣骑女标准+2","150","7150102;7150207;7150208;7150309;7150310;7150411;7150512;7150613","120000@150;120001@150;120002@150;120003@150;120004@150;120005@150;120006@150;120007@150;120008@150;120009@150;120010@150",,"320103@160;320104@160",
"90588","圣骑男女","150级圣骑女标准+3","150","8150102;8150207;8150208;8150309;8150310;8150411;8150512;8150613","120000@150;120001@150;120002@150;120003@150;120004@150;120005@150;120006@150;120007@150;120008@150;120009@150;120010@150",,"320103@160;320104@160",
"90589","小德男女","150级小德男女标准","150","5150103;5150104;5150207;5150208;5150310;5150310;5150411;5150512;5150613","140000@150;140001@150;140002@150;140003@150;140004@150;140005@150;140006@150;140007@150;140008@150;140009@150;140010@150",,"320103@160;320104@160",
"90590","小德男女","150级小德男女标准+1","150","6150103;6150104;6150207;6150208;6150310;6150310;6150411;6150512;6150613","140000@150;140001@150;140002@150;140003@150;140004@150;140005@150;140006@150;140007@150;140008@150;140009@150;140010@150",,"320103@160;320104@160",
"90591","小德男女","150级小德男女标准+2","150","7150103;7150104;7150207;7150208;7150310;7150310;7150411;7150512;7150613","140000@150;140001@150;140002@150;140003@150;140004@150;140005@150;140006@150;140007@150;140008@150;140009@150;140010@150",,"320103@160;320104@160",
"90592","小德男女","150级小德男女标准+3","150","8150103;8150104;8150207;8150208;8150310;8150310;8150411;8150512;8150613","140000@150;140001@150;140002@150;140003@150;140004@150;140005@150;140006@150;140007@150;140008@150;140009@150;140010@150",,"320103@160;320104@160",
"90593","法师男女","150级法师男女标准","150","5150105;5150106;5150207;5150208;5150310;5150310;5150411;5150512;5150613","150000@150;150001@150;150002@150;150003@150;150004@150;150005@150;150006@150;150007@150;150008@150;150009@150;150010@150",,"320103@160;320104@160",
"90594","法师男女","150级法师男女标准+1","150","6150105;6150106;6150207;6150208;6150310;6150310;6150411;6150512;6150613","150000@150;150001@150;150002@150;150003@150;150004@150;150005@150;150006@150;150007@150;150008@150;150009@150;150010@150",,"320103@160;320104@160",
"90595","法师男女","150级法师男女标准+2","150","7150105;7150106;7150207;7150208;7150310;7150310;7150411;7150512;7150613","150000@150;150001@150;150002@150;150003@150;150004@150;150005@150;150006@150;150007@150;150008@150;150009@150;150010@150",,"320103@160;320104@160",
"90596","法师男女","150级法师男女标准+3","150","8150105;8150106;8150207;8150208;8150310;8150310;8150411;8150512;8150613","150000@150;150001@150;150002@150;150003@150;150004@150;150005@150;150006@150;150007@150;150008@150;150009@150;150010@150",,"320103@160;320104@160",
"90597","牧师男女","150级牧师男女标准","150","5150105;5150106;5150207;5150208;5150310;5150310;5150411;5150512;5150613","160000@150;160001@150;160002@150;160003@150;160004@150;160005@150;160006@150;160007@150;160008@150;160009@150;160010@150",,"320103@160;320104@160",
"90598","牧师男女","150级牧师男女标准+1","150","6150105;6150106;6150207;6150208;6150310;6150310;6150411;6150512;6150613","160000@150;160001@150;160002@150;160003@150;160004@150;160005@150;160006@150;160007@150;160008@150;160009@150;160010@150",,"320103@160;320104@160",
"90599","牧师男女","150级牧师男女标准+2","150","7150105;7150106;7150207;7150208;7150310;7150310;7150411;7150512;7150613","160000@150;160001@150;160002@150;160003@150;160004@150;160005@150;160006@150;160007@150;160008@150;160009@150;160010@150",,"320103@160;320104@160",
"90600","牧师男女","150级牧师男女标准+3","150","8150105;8150106;8150207;8150208;8150310;8150310;8150411;8150512;8150613","160000@150;160001@150;160002@150;160003@150;160004@150;160005@150;160006@150;160007@150;160008@150;160009@150;160010@150",,"320103@160;320104@160",
"90601","萨满男","150级萨满男标准","150","5150101;5150207;5150208;5150309;5150310;5150411;5150512;5150613","161000@150;161001@150;161002@150;161003@150;161004@150;161005@150;161006@150;161007@150;161008@150;161009@150;161010@150",,"320103@160;320104@160",
"90602","萨满男","150级萨满男标准+1","150","6150101;6150207;6150208;6150309;6150310;6150411;6150512;6150613","161000@150;161001@150;161002@150;161003@150;161004@150;161005@150;161006@150;161007@150;161008@150;161009@150;161010@150",,"320103@160;320104@160",
"90603","萨满男","150级萨满男标准+2","150","7150101;7150207;7150208;7150309;7150310;7150411;7150512;7150613","161000@150;161001@150;161002@150;161003@150;161004@150;161005@150;161006@150;161007@150;161008@150;161009@150;161010@150",,"320103@160;320104@160",
"90604","萨满男","150级萨满男标准+3","150","8150101;8150207;8150208;8150309;8150310;8150411;8150512;8150613","161000@150;161001@150;161002@150;161003@150;161004@150;161005@150;161006@150;161007@150;161008@150;161009@150;161010@150",,"320103@160;320104@160",
"90605","盗贼男女","150级盗贼男女标准","150","5150103;5150104;5150207;5150208;5150310;5150310;5150411;5150512;5150613","162000@150;162001@150;162002@150;162003@150;162004@150;162005@150;162006@150;162007@150;162008@150;162009@150;162010@150",,"320103@160;320104@160",
"90606","盗贼男女","150级盗贼男女标准+1","150","6150103;6150104;6150207;6150208;6150310;6150310;6150411;6150512;6150613","162000@150;162001@150;162002@150;162003@150;162004@150;162005@150;162006@150;162007@150;162008@150;162009@150;162010@150",,"320103@160;320104@160",
"90607","盗贼男女","150级盗贼男女标准+2","150","7150103;7150104;7150207;7150208;7150310;7150310;7150411;7150512;7150613","162000@150;162001@150;162002@150;162003@150;162004@150;162005@150;162006@150;162007@150;162008@150;162009@150;162010@150",,"320103@160;320104@160",
"90608","盗贼男女","150级盗贼男女标准+3","150","8150103;8150104;8150207;8150208;8150310;8150310;8150411;8150512;8150613","162000@150;162001@150;162002@150;162003@150;162004@150;162005@150;162006@150;162007@150;162008@150;162009@150;162010@150",,"320103@160;320104@160",
"90609","术士男女","150级术士男女标准","150","5150105;5150106;5150207;5150208;5150310;5150310;5150411;5150512;5150613","163000@150;163001@150;163002@150;163003@150;163004@150;163005@150;163006@150;163007@150;163008@150;163009@150;163010@150",,"320103@160;320104@160",
"90610","术士男女","150级术士男女标准+1","150","6150105;6150106;6150207;6150208;6150310;6150310;6150411;6150512;6150613","163000@150;163001@150;163002@150;163003@150;163004@150;163005@150;163006@150;163007@150;163008@150;163009@150;163010@150",,"320103@160;320104@160",
"90611","术士男女","150级术士男女标准+2","150","7150105;7150106;7150207;7150208;7150310;7150310;7150411;7150512;7150613","163000@150;163001@150;163002@150;163003@150;163004@150;163005@150;163006@150;163007@150;163008@150;163009@150;163010@150",,"320103@160;320104@160",
"90612","术士男女","150级术士男女标准+3","150","8120105;8150106;8150207;8150208;8150310;8150310;8150411;8150512;8150613","163000@150;163001@150;163002@150;163003@150;163004@150;163005@150;163006@150;163007@150;163008@150;163009@150;163010@150",,"320103@160;320104@160",
