"id","备注","职业贡献奖励","节日积分奖励","公会贡献奖励","公会任务贡献资金","公会任务个人分红","经验奖励","宠物经验奖励","游戏币奖励","金币奖励","声望","必给物品1类ID","必给物品1类数量","必给物品1类属性","必给物品1类属性值","必给物品2类ID","必给物品2类数量","必给物品2类属性","必给物品2类属性值","必给物品3类ID","必给物品3类数量","必给物品3类属性","必给物品3类属性值","必给物品4类ID","必给物品4类数量","必给物品4类属性","必给物品4类属性值","物品1类","物品2类","物品3类","物品4类","物品5类","物品6类","物品7类","物品8类","物品9类","物品10类","物品11类","物品12类","物品13类","物品14类","物品15类","物品16类","物品1类数量","物品2类数量","物品3类数量","物品4类数量","物品5类数量","物品6类数量","物品7类数量","物品8类数量","物品9类数量","物品10类数量","物品11类数量","物品12类数量","物品13类数量","物品14类数量","物品15类数量","物品16类数量","物品1类掉率","物品2类掉率","物品3类掉率","物品4类掉率","物品5类掉率","物品6类掉率","物品7类掉率","物品8类掉率","物品9类掉率","物品10类掉率","物品11类掉率","物品12类掉率","物品13类掉率","物品14类掉率","物品15类掉率","物品16类掉率","获得概率","总概率","随机方式","是否绑定","公告物品id","公告编号","是否发队伍提示","是否触发盈福经验","是否放入临时包裹","是否共享掉落","产出装备途径","定时活动id","服务器获得上限","上限清除方式","提示物品id","提示编号","提示类型","MergeServer","掉落随机1次几率","掉落随机2次几率","掉落随机3次几率"
"6081","1v1竞技场5战礼包",,,,,,"(400*RoleLv*0.794*1.3255)*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.476*1.3255)*(random()*(1.02-0.98)+0.98)","(1*RoleLv*1.05)*(random()*(1.02-0.98)+0.98)",,,,,,,,,,,,,,,,,,"200068","200069","200071","200074","200075","200175","","","","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","67","27","13","27","133","7","","","","","","","","","","","274","1000","0","0","0","162019","0","0","1","0","0","0","0","0","0","0","0","0",,,
"6090","3v3竞技场40级-赢0",,,,,,"(400*RoleLv*0.591*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1)))*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.354*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1)))*(random()*(1.02-0.98)+0.98)","(1*RoleLv*0.702)*(random()*(1.02-0.98)+0.98)",,,,,,,,,,,,,,,,,,"200068","200069","200071","200074","200075","200175","200189","200080","","","","","","","","","1","1","1","1","1","1","1","1","","","","","","","","","44","18","9","18","89","4","27","27","","","","","","","","","236","1000","0","0","0","162020","0","1","1","0","0","0","0","0","0","0","0","0",,,
"6100","3v3竞技场50级-赢0",,,,,,"(400*RoleLv*0.591*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1)))*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.354*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1)))*(random()*(1.02-0.98)+0.98)","(1*RoleLv*0.702)*(random()*(1.02-0.98)+0.98)",,,,,,,,,,,,,,,,,,"200068","200069","200071","200074","200075","200175","200190","200081","","","","","","","","","1","1","1","1","1","1","1","1","","","","","","","","","44","18","9","18","89","4","18","18","","","","","","","","","218","1000","0","0","0","162020","0","1","1","0","0","0","0","0","0","0","0","0",,,
"6110","3v3竞技场60级-赢0",,,,,,"(400*RoleLv*0.591*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1)))*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.354*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1)))*(random()*(1.02-0.98)+0.98)","(1*RoleLv*0.702)*(random()*(1.02-0.98)+0.98)",,,,,,,,,,,,,,,,,,"200068","200069","200071","200074","200075","200175","200191","200082","","","","","","","","","1","1","1","1","1","1","1","1","","","","","","","","","44","18","9","18","89","4","9","9","","","","","","","","","200","1000","0","0","0","162020","0","1","1","0","0","0","0","0","0","0","0","0",,,
"6120","3v3竞技场70级以上-赢0",,,,,,"(400*RoleLv*0.591*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1)))*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.354*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1)))*(random()*(1.02-0.98)+0.98)","(1*RoleLv*0.702)*(random()*(1.02-0.98)+0.98)",,,,,,,,,,,,,,,,,,"200068","200069","200071","200074","200075","200175","200192","200083","","","","","","","","","1","1","1","1","1","1","1","1","","","","","","","","","44","18","9","18","89","4","4","4","","","","","","","","","190","1000","0","0","0","162020","0","1","1","0","0","0","0","0","0","0","0","0",,,
"6130","3v3竞技场40级-输0",,,,,,"(400*RoleLv*0.591*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1))*0.5)*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.354*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1))*0.5)*(random()*(1.02-0.98)+0.98)","",,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"6140","3v3竞技场50级-输0",,,,,,"(400*RoleLv*0.591*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1))*0.5)*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.354*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1))*0.5)*(random()*(1.02-0.98)+0.98)","",,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"6150","3v3竞技场60级-输0",,,,,,"(400*RoleLv*0.591*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1))*0.5)*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.354*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1))*0.5)*(random()*(1.02-0.98)+0.98)","",,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"6160","3v3竞技场70级以上-输0",,,,,,"(400*RoleLv*0.591*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1))*0.5)*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.354*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1))*0.5)*(random()*(1.02-0.98)+0.98)","",,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"6170","3v3竞技场首胜礼包",,,,,,"(400*RoleLv*0.591*1.1881)*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.354*1.1881)*(random()*(1.02-0.98)+0.98)","(1*RoleLv*0.702)*(random()*(1.02-0.98)+0.98)",,,,,,,,,,,,,,,,,,"200068","200069","200071","200074","200075","200175","","","","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","44","18","9","18","89","4","","","","","","","","","","","182","1000","0","0","0","162020","0","0","1","0","0","0","0","0","0","0","0","0",,,
"6171","3v3竞技场10战礼包",,,,,,"(400*RoleLv*0.591*1.1881)*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.354*1.1881)*(random()*(1.02-0.98)+0.98)","(1*RoleLv*0.702)*(random()*(1.02-0.98)+0.98)",,,,,,,,,,,,,,,,,,"200068","200069","200071","200074","200075","200175","","","","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","44","18","9","18","89","4","","","","","","","","","","","182","1000","0","0","0","162020","0","0","1","0","0","0","0","0","0","0","0","0",,,
"6172","3v3竞技场5胜礼包",,,,,,"(400*RoleLv*0.591*1.1881)*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.354*1.1881)*(random()*(1.02-0.98)+0.98)","(1*RoleLv*0.702)*(random()*(1.02-0.98)+0.98)",,,,,,,,,,,,,,,,,,"200068","200069","200071","200074","200075","200175","","","","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","44","18","9","18","89","4","","","","","","","","","","","182","1000","0","0","0","162020","0","0","1","0","0","0","0","0","0","0","0","0",,,
"6180","5v5竞技场40级-赢0",,,,,,"(400*RoleLv*1.26*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1)))*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.756*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1)))*(random()*(1.02-0.98)+0.98)","(1*RoleLv*1.667)*(random()*(1.02-0.98)+0.98)",,,,,,,,,,,,,,,,,,"200068","200069","200071","200072","200062","200175","200189","200080","","","","","","","","","1","1","1","1","1","1","1","1","","","","","","","","","111","44","22","5","222","11","67","67","","","","","","","","","549","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"6190","5v5竞技场50级-赢0",,,,,,"(400*RoleLv*1.26*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1)))*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.756*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1)))*(random()*(1.02-0.98)+0.98)","(1*RoleLv*1.667)*(random()*(1.02-0.98)+0.98)",,,,,,,,,,,,,,,,,,"200068","200069","200071","200072","200062","200175","200190","200081","","","","","","","","","1","1","1","1","1","1","1","1","","","","","","","","","111","44","22","5","222","11","44","44","","","","","","","","","503","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"6200","5v5竞技场60级-赢0",,,,,,"(400*RoleLv*1.26*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1)))*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.756*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1)))*(random()*(1.02-0.98)+0.98)","(1*RoleLv*1.667)*(random()*(1.02-0.98)+0.98)",,,,,,,,,,,,,,,,,,"200068","200069","200071","200072","200062","200175","200191","200082","","","","","","","","","1","1","1","1","1","1","1","1","","","","","","","","","111","44","22","5","222","11","22","22","","","","","","","","","459","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"6210","5v5竞技场70级以上-赢0",,,,,,"(400*RoleLv*1.26*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1)))*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.756*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1)))*(random()*(1.02-0.98)+0.98)","(1*RoleLv*1.667)*(random()*(1.02-0.98)+0.98)",,,,,,,,,,,,,,,,,,"200068","200069","200071","200072","200062","200175","200192","200083","","","","","","","","","1","1","1","1","1","1","1","1","","","","","","","","","111","44","22","5","222","11","11","11","","","","","","","","","437","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"6220","5v5竞技场40级-输0",,,,,,"(400*RoleLv*1.26*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1))*0.5)*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.756*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1))*0.5)*(random()*(1.02-0.98)+0.98)","",,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"6230","5v5竞技场50级-输0",,,,,,"(400*RoleLv*1.26*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1))*0.5)*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.756*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1))*0.5)*(random()*(1.02-0.98)+0.98)","",,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"6240","5v5竞技场60级-输0",,,,,,"(400*RoleLv*1.26*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1))*0.5)*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.756*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1))*0.5)*(random()*(1.02-0.98)+0.98)","",,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"6250","5v5竞技场70级以上-输0",,,,,,"(400*RoleLv*1.26*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1))*0.5)*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.756*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1))*0.5)*(random()*(1.02-0.98)+0.98)","",,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"6260","公会副本0",,,"5",,,"(400*RoleLv*0.6999*(0.9+floor(Saveid/10)))*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(5000*RoleLv*0.035*(0.9+floor(Saveid/10)))*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1000*RoleLv*0.467*(0.9+floor(Saveid/10)))*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","",,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"6270","公会副本泡温泉每10秒0",,,,,,"(400*RoleLv*0.0391944*(0.67+0.06*Saveid))*(random()*(1.02-0.98)+0.98)","","","",,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"6280","公会副本boss奖励",,,"50",,,"(400*RoleLv*0.6999*(0.9+floor(Saveid/10)))*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(5000*RoleLv*0.035*(0.9+floor(Saveid/10)))*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1000*RoleLv*0.467*(0.9+floor(Saveid/10)))*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","",,,,,,,,,,,,,,,,,,"200074","200076","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","500","83","","","","","","","","","","","","","","","583","1000","0","0","0","162021","0","0","1","0","0","0","0","0","0","0","0","0",,,
"6290","公会副本宝箱",,,,,,"","","","",,,,,,,,,,,,,,,,,,"200071","200177","200172","200073","200174","200175","200176","200074","200182","200183","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","","","300","75","75","100","75","75","75","75","75","75","","","","","","","1000","1000","0","0","0","162022","0","0","1","0","0","0","0","0","0","0","0","0",,,
"6300","公会精英副本0",,,"10",,,"(400*RoleLv*0.6999*(0.9+floor(Saveid/10)))*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)*2","(5000*RoleLv*0.035*(0.9+floor(Saveid/10)))*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)*2","(1000*RoleLv*0.467*(0.9+floor(Saveid/10)))*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)*2","",,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"6301","宝箱高兽决","","","","",,,,,,,"200202","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","1000","1","0","0","170017","0","0","1","0","0","0","0","0","0","0","1","0",,,
"6302","宝箱低兽决","","","","",,,,,,,"200203","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","1000","1","0","0","170018","0","0","1","0","0","0","0","0","0","0","1","0",,,
"6303","宝箱龙鳞","","","","",,,,,,,"200204","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","1000","1","0","0","170017","0","0","1","0","0","0","0","0","0","0","1","0",,,
"6500","1级宝石专用包",,,,,,,,,,,"200068","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000","1000","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0",,,
"6510","低级兽决礼包",,,,,,,,,,,"200071","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,"1000","1000","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0",,,
"6520","高级兽决礼包",,,,,,,,,,,"200072","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,"1000","1000","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0",,,
"6530","光环箱子",,,,,,,,,,,"200073","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000","1000","1","0","0","0","0","0","1",,"0","0","0","0","0","0","1","0",,,
"6540","低级兽决礼包(绑定)",,,,,,,,,,,"200071","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,"1000","1000","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
