"编号","名称","策划备注（战斗ID用途）","称谓","造型id","随机造型id","显示血量","显示等级","战斗单位类型","怪物类型","特殊类型","职业","类型","大小比例","area1colour","area2colour","是否倒地","对应宠物","颜色几率id","是否绑定","等级模式","NPC等级","怪物匹配最小等级","怪物匹配最大等级","能否捕捉","能否捕捉2","捕捉几率","逃跑几率","免疫状态id","控制几率修正","被控制几率修正","最大生命队伍中最大攻击力系数","进战斗默认连击点","怒气上限","进战斗默认怒气","命中系数","命中常数","最大生命系数","最大魔法系数","物攻系数","物防系数","法攻系数","法防系数","速度系数","治疗强度系数","控制命中系数","控制抗性系数","最大生命常数","最大魔法常数","物攻常数","物防常数","法攻常数","法防常数","速度常数","治疗强度常数","控制命中常数","控制抗性常数","物理暴击系数","物理抗暴系数","物理暴伤系数","法术暴击系数","法术抗暴系数","法术暴伤系数","治疗暴击系数","治疗暴击量系数","物理穿透系数","物理抵抗系数","法术穿透系数","法术抵抗系数","治疗加深系数","被治疗加深系数","控制加成系数","控制免疫系数","物理暴击常数","物理抗暴常数","物理暴伤常数","法术暴击常数","法术抗暴常数","法术暴伤常数","治疗暴击常数","治疗暴击量常数","物理穿透常数","物理抵抗常数","法术穿透常数","法术抵抗常数","治疗加深常数","被治疗加深常数","控制加成常数","控制免疫常数","额外属性1ID","额外属性1数值","额外属性2ID","额外属性2数值","额外属性3ID","额外属性3数值","额外属性4ID","额外属性4数值","额外属性5ID","额外属性5数值","额外属性6ID","额外属性6数值","额外属性7ID","额外属性7数值","额外属性8ID","额外属性8数值","额外属性9ID","额外属性9数值","额外属性10ID","额外属性10数值","反击几率","反击伤害系数","AI编号","技能1编号","技能1出现几率","技能1施放几率","技能1系数","技能1常数","技能2编号","技能2出现几率","技能2施放几率","技能2系数","技能2常数","技能3编号","技能3出现几率","技能3施放几率","技能3系数","技能3常数","技能4编号","技能4出现几率","技能4施放几率","技能4系数","技能4常数","技能5编号","技能5出现几率","技能5施放几率","技能5系数","技能5常数","技能6编号","技能6出现几率","技能6施放几率","技能6系数","技能6常数","是否远程"
"29528","女潜行者","8504","","1020121","","1","0","5","1","","18","4","1","0","0","1","0","1","0","1","7","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","62.05","43.06","12.28","0","11.81","0","4.03","3.71","10.56","10.42","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"782001","1000","1000","1","0.0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29530","哀木涕","8505","","1020101","","1","0","5","1","","11","4","1","0","0","0","0","1","0","4","8","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","274","248","119","50","98","40","35","25","11","11","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","13002","711001","1000","200","1","0.0","711002","1000","200","1","0.0","711003","1000","200","1","0.0","711004","1000","200","1","0.0","711005","1000","200","1","0.0","0","0","0","0.0","0.0",
"29531","沐丝","8505","","1020114","","1","0","5","1","","16","4","1","0","0","0","0","1","0","4","8","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","274","248","119","50","98","40","35","25","11","11","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","20034","160001","1000","1000","1","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29532","艾尔索斯","8505","","1030003","","1","0","5","4","","","4","1","0","0","0","0","1","0","1","8","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","132.17","45.88","17.03","3.52","16.34","2.61","0.65","9.18","10.84","10.66","1000","200","100","50","80","40","10","20","0","9999","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","20013","150001","1000","1000","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29533","魔狼沃戈","8505","","1010128","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","8","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","262","243","112","50","92","40","34","24","11","10","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","16038","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29534","帮凶","8505","","1010153","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","8","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","262","243","112","50","92","40","34","24","11","10","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29540","阿利斯塔","8506","","1020134","","1","0","5","1","","","4","1","0","0","1","0","1","0","4","15","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","1532","602","208","50","186","40","66","115","104","103","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"150001","1000","450","1","0.0","150002","1000","200","1","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29541","随从","8506","","1030007","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","15","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","961","602","208","50","186","40","66","69","104","103","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29550","劣人","8507","","1020102","","1","0","5","1","","13","4","1","0","0","1","0","1","0","4","16","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","961","602","208","50","186","40","66","69","104","103","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","16042","731000","1000","0","1","0.0","731001","1000","1000","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29551","呆潜行者","8507","","1020103","","1","0","5","1","","18","4","1","0","0","1","0","1","0","4","16","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","961","602","208","50","186","40","66","69","104","103","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"781001","1000","900","1","0.0","781002","1000","100","1","0.0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29552","哀木涕","8507","","1020101","","1","0","5","1","","11","4","1","0","0","1","0","1","0","4","16","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","961","602","208","50","186","40","66","69","104","103","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","16041","713001","1000","1000","1","0.0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29553","沐丝","8507","","1020114","","1","0","5","1","","16","4","1","0","0","1","0","1","0","4","16","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","961","602","208","50","186","40","66","69","104","103","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","20000","761001","1000","1000","1","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29554","野猪人酋长","8507","","1010126","","1","0","5","2","","","4","1.2","1","0","1","0","1","0","4","18","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","1342","602","208","50","186","40","66","99","104","103","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","16040","110001","1000","300","1","0.0","110001","1000","150","1","0.0","110003","1000","150","1","0.0","110004","1000","400","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29555","野猪人","8507","","1010126","","1","0","5","1","","","4","1","2","0","0","0","1","0","4","18","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","961","602","208","50","186","40","66","69","104","103","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"0","0","0","0","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29560","劣人","8508","","1020102","","1","0","5","1","","13","4","1","0","0","0","0","1","0","4","17","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","1027","631","223","50","198","40","70","74","106","104","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"731000","1000","0","1","0.0","731001","1000","1000","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29561","呆潜行者","8508","","1020103","","1","0","5","1","","18","4","1","0","0","0","0","1","0","4","17","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","1027","631","223","50","198","40","70","74","106","104","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"781001","1000","900","1","0.0","781002","1000","100","1","0.0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29562","哀木涕","8508","","1020101","","1","0","5","1","","11","4","1","0","0","0","0","1","0","4","17","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","1027","631","223","50","198","40","70","74","106","104","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","13002","711001","1000","200","1","0.0","711002","1000","200","1","0.0","711003","1000","200","1","0.0","711004","1000","200","1","0.0","711005","1000","200","1","0.0","0","0","0","0.0","0.0",
"29563","沐丝","8508","","1020114","","1","0","5","1","","16","4","1","0","0","0","0","1","0","4","17","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","1027","631","223","50","198","40","70","74","106","104","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","20000","761001","1000","1000","1","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29564","野猪人酋长","8508","","1010126","","1","0","5","2","","","4","1.2","1","0","1","0","1","0","4","17","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","1798","659","270","50","243","40","95","136","108","107","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","16051","110001","1000","1000","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29565","寒冰王子","8508","","1010127","","1","0","5","4","","","4","1","0","0","1","0","1","0","4","17","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","2026","659","270","50","243","40","115","154","108","107","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","20020","150001","1000","1000","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29566","阿吉莫根之魂","8508","","1010127","","1","0","5","1","","","4","1","0","0","1","0","1","0","4","17","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","1027","631","223","50","198","40","70","74","106","104","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"160002","1000","750","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29567","野猪人","8508","","1010126","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","17","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","1027","631","223","50","198","40","70","74","106","104","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","16052","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29570","野猪人将军","8509","","1010126","","1","0","5","2","","","4","1.2","2","0","1","0","1","0","4","16","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","1342","602","208","50","186","40","66","99","104","103","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"140001","1000","500","1","0.0","160001","1000","400","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29571","野猪人","8509","","1010126","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","16","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","961","602","208","50","186","40","66","69","104","103","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"0","0","0","0","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29580","吞噬者芬里厄","8510","","1010128","","1","0","5","4","","","4","1.2","3","0","0","0","1","0","4","6","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","324","243","112","50","92","40","34","29","11","10","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"150001","1000","300","1","0.0","160001","1000","300","1","0.0","160002","1000","300","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29581","哀木涕","8510","","1020101","","1","0","5","1","","11","4","1","0","0","1","0","1","0","4","6","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","283","243","112","50","92","40","34","25","11","1008","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","16012","713001","1000","1000","1","0.0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29582","沐丝","8510","","1020114","","1","0","5","1","","16","4","1","0","0","1","0","1","0","4","6","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","283","243","112","50","92","40","34","25","11","10","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","20000","761001","1000","1000","1","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29583","吞噬者","8510","","1010128","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","6","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","283","243","112","50","92","40","34","25","11","10","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
